제목,링크,내용
무안군, <b>어린이보호구역</b> ‘자녀안심 그린숲’ 조성 중,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=468&aid=0000784437,남악 자녀안심 그린숲 전남 무안군은 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성 중이다 자녀안심 그린숲 사업은 최근 사회적으로 크게 대두되고 있는 
무안군, <b>어린이보호구역</b> '자녀안심 그린숲' 조성,https://www.jnilbo.com/view/media/view?code=2021081810215609306,무안군은 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성한다고 일 밝혔다자녀안심 그린숲 사업은 최근 사회적으로 크게 대두되고 있는 어린이보호구역 내 
무안군, <b>어린이보호구역</b> '자녀안심 그린숲' 조성 중,http://www.thebigdata.co.kr/view.php?ud=20210818143228590648287c9ed1_23,전남 무안군군수 김산은 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성 중이다 자녀안심 그린숲 사업은 최근 사회적으로 크게 대두되고 있는 어린이보호구역 내 
무안군, <b>어린이보호구역</b> 내 '교통사고 안심숲' 조성,http://www.smartfn.co.kr/view.php?ud=20210818121110456654e18ea9cf_46,남악초 도로변 녹지 조성 교통사고 예방 및 미세먼지 저감 기대 전남 무안군은 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성하고 있다고 일 밝혔다 무안군에 
무안군, <b>어린이보호구역</b> '자녀안심 그린숲' 조성 중,http://www.m-i.kr/news/articleView.html?idxno=853588,남악 자녀안심 그린숲 조성 경관사진제공무안군 무안군군수 김산은 어린이보호구역 내 교통사고를 예방하기 위해 삼향읍 남악초등학교 도로변에 자녀안심 그린숲을 조성 중이다 자녀안심 그린숲 사업은 최근 
강동구, <b>어린이 보호구역</b> 표지판 친환경 태양광 LED로 교체 설치,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065602935131912, 강명초등학교 어린이보호구역 태양광  표지판 설치 모습야간사진제공강동구청 서울 강동구구청장 이정훈가 어린이 보호구역에 설치된 보호구역 시점 표지판 개를 친환경 태양광  표지판으로 교체 
<b>어린이보호구역</b> 불법주정차 과태료 강화 효과 나타나,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011101883,또 주민 신고가 늘면서 계도장 발송 건수는 지난해보다 배이상 늘어난 건으로 조사됐습니다 개정된 도로교통법에 따라 어린이보호구역 내에서 주정차 위반 과태료는 승용차는 만 원 승합차는 만 원입니다
의성군, <b>어린이 보호구역</b> 단속카메라 설치,http://andongmbc.co.kr/adboard/NewsView53278, 의성군은 년 지역교통 안전환경 개선사업에서 확보한 국비 포함 억 원을 투입해 의성초등학교 등에 단속카메라 대를 설치했고 고원식 교차로와 횡단보도도 설치해 어린이보호구역 안전시설을 
<b>어린이 보호구역</b>서 네 모녀 사상 기사 2심 7년 구형,https://kjmbc.co.kr/article/lGMp-dB1klIWDov0Y7q,겸찰이 어린이 보호구역에서 네 모녀를 치어 사상케한 혐의로 기소된 화물차 기사의 항소심에서 징역 년을 구형했습니다 광주고법에서 오늘 열린 항소심 결심 공판에서 검찰은 인명피해가 엄중하고 운전자 주의 
[포토] 노상주차장 사라진 <b>어린이보호구역</b>,http://www.incheonilbo.com/news/articleView.html?idxno=1109095, 노상 주차장 폐지를 골자로 한 개정 주차장법 시행 이후 어린이보호구역 내 주민들의 주차 불편 민원이 지속적으로 제기되고 있다 일 인천 미추홀구 학익초등학교 어린이보호구역 일대에 불법 주정차된 차량들이 서 
[기고] <b>어린이 보호구역</b>, 속도를 줄이면 <b>어린이</b>가 보입니다.,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065594593041827,이러한 어린이들의 특성을 충분히 이해하고 학교가 위치한 어린이보호구역을 주행하는 운전자들은 횡단보도를 통행할 때에는 반드시 일시 정지하여 어린이 안전을 보장하며 통행해야 한다 또한 여유 있는 마음을 갖고 
광양시, <b>어린이보호구역</b> 114개소 불법 주·정차 집중 단속,http://www.sisamagazine.co.kr/news/articleView.html?idxno=368631,광양시는 오는 일월 일 교육부의 학기 전면등교 방침에 따라 학교 주변 등 어린이 보호구역 내 교통안전 강화와 안전한 통학로 확보로 등하교 시간대 교통사고 예방을 위해 불법 주정차 차량을 집중 단속한다 
북부자치경찰위 ‘<b>어린이 보호구역</b> 주ㆍ정차 전면금지’ 시행, 대책 마련 의결,http://www.mhj21.com/145021, 경기북부자치경찰위원회 경기도북부자치경찰위원회위원장 신현기는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 
<b>어린이보호구역</b> 주차장 폐지…주차난 우려도,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011100778,앵커 최근 어린이 안전을 위해 법이 개정돼 어린이보호구역 안에 있는 노상 주차장을 운영할 수 없게 됐습니다 노상 주차장은 주택가 밀집 지역 주민을 위한 대안이었던 만큼 민원도 잇따르고 있습니다 김영록 기자가 
대구경북TBC)횡단보던 건너던 <b>어린이</b> 치어 다치게 한 50대 집유,http://www.tbc.co.kr/tbc_news/n14_newsview.html?p_no=20210823145630AE06260,대구지방법원은 어린이보호구역에서 횡단보도를 건너던 어린이를 치어 다치게 한 혐의로 기소된 운전자 살  씨에 대해 징역 개월에 집행유예 년을 선고하고 시간의 준법 운전 강의 수강을 명령했습니다  씨는 
통학차량 승하차 공간…학교 ‘밖’ vs 학교 ‘안’,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011121721,앵커 다음 달 일부터는 이른바 민식이법에 따라 학교나 유치원 인근의 어린이보호구역에서 모든 차량의 주정차가 금지됩니다 그렇다면 어린이들 태우거나 내려주는 학부모 차량을 위한 주정차 공간이 따로 
인천 동구, <b>어린이보호구역</b> 내 태양광 과속경보시스템 추가 설치,http://www.ifm.kr/news/315810,인천 동구가 교통약자인 어린이들의 안전한 보행 환경 조성을 위해 어린이보호구역에 태양광 과속경보시스템을 추가 설치했다고 일 밝혔습니다 태양광 과속경보시스템은 주행차량의 속도를 실시간으로 측정해 
성북구, <b>어린이보호구역</b> 내 거주자우선 주차장 213면 폐지 공지 ,http://www.wflower.info/news/article.html?no=6173,성북구청이 오는 월 일부터 관내 어린이보호구역 내에 운영 중인 노상주차장을 전면 폐지한다고 일 홈페이지를 통해 공지했다 이에 따라 이들 지역에 있는 거주자 우선 주차구역도 모두 폐지된다 이는 주차장법 
10초만에 과태료 65만원… “車 5대, 국고 채우러 가시나”,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=023&aid=0003640927,서울 양천구 신정동의 한 어린이 보호구역 좌회전 신호가 들어와있는데 횡단보도 앞에 있던 차량들이 일제히 직진한다 지난 일 온라인 커뮤니티 보배드림에는 초 만에 만원 후기라는 글이 올라왔다 작성자 
<b>어린이보호구역</b> 주차장 폐지…주차난에 <b>보호구역</b> 줄이기도,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011100544,앵커 법 개정으로 어린이보호구역 안에 있는 노상 주차장이 모두 사라지게 됐습니다 주차난 해소를 위한 대안이던 노상 주차장 폐지에 민원이 잇따르는 등 자치단체의 고민도 커졌는데요 어린이 안전 강화를 위해 법을 
북부자치경찰위, '<b>어린이보호구역</b> 주·정차 전면금지' 대책 지시,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010662338,경기도북부자치경찰위원회는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 월일 개정된 도로교통법 제조와 제조에 
북부자치경찰위 '<b>어린이 보호구역</b> 주ㆍ정차 전면금지' 시행 따른 대책 마련 지...,http://www.kmaeil.com/news/articleView.html?idxno=298076,경기도북부자치경찰위원회는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 사진경기도북부자치경찰위원회 
경기도북부자치경찰위원회, <b>어린이 보호구역</b> 주·정차 전면금지 시행 대책 마...,http://www.kihoilbo.co.kr/news/articleView.html?idxno=941438,기호일보  아침을 여는 신문 경기도북부자치경찰위원회자치위원회가 어린이 보호구역 주정차 전면금지 시행에 따른 대책을 마련하도록 심의의결했다 자치위원회는 일 경기도북부경찰청에서 제회 
경기도 북부자치경찰위 '<b>어린이 보호구역</b> 주ㆍ정차 전면금지' 시행 따른 대책...,http://www.econonews.co.kr/news/articleView.html?idxno=212522,사진경기도 제공 경기도북부자치경찰위원회위원장 신현기는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다고 밝혔다 
경기도북부자치경찰위 &quot;<b>어린이보호구역</b> 주정차 전면금지 대책마련해야&quot;,http://www.joygm.com/news/articleView.html?idxno=94822,광명지역신문이순금 기자 경기도북부자치경찰위원회위원장 신현기는 일 제회 임시회의를 열고 경기도북부경찰청에 어린이 보호구역 주정차 전면금지 시행에 따른 대책마련을 하도록 심의의결했다 지난해 
<b>어린이보호구역</b> 주차장 폐지…주차난에 <b>보호구역</b> 줄이기도,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011100380,앵커 법 개정으로 어린이보호구역 안에 있는 노상 주차장이 모두 사라지게 됐습니다 주차난 해소를 위한 대안이던 노상 주차장 폐지에 민원이 잇따르는 등 자치단체의 고민도 커졌는데요 어린이 안전 강화를 위해 법을 
경기북부 <b>어린이보호구역</b> 주·정차 금지 시행대책 의결,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004418458,북부자치경찰위 경기북부경찰 등과 협조 안전환경 조성 경기 북부지역 어린이보호구역 내 주정차가 전면금지되고 관련 교통안전시설에 대한 재정비가 추진됩니다 경기도북부자치경찰위원회는 오늘일 제회 
“<b>어린이보호구역</b> 30km 이하 감속운전 하세요”…의성군 스쿨존 무인교통단속...,http://www.idaegu.com/newsView/idg202108120005,어린이보호구역스쿨존 무인교통단속장비 설치했습니다 이하 감속운전 하세요 일 의성군에 따르면 의성초등학교를 비롯한 군내 개 어린이보호구역에 다기능카메라신호과속 개와 과속카메라 개가 
[기고] <b>어린이 보호구역</b>, 속도를 줄이면 <b>어린이</b>가 보입니다,http://www.nbnnews.co.kr/news/articleView.html?idxno=601561,이러한 어린이들의 특성을 충분히 이해하고 학교가 위치한 어린이보호구역을 주행하는 운전자들은 횡단보도를 통행할 때에는 반드시 일시 정지하여 어린이 안전을 보장하며 통행해야 한다 또한 여유 있는 마음을 갖고 
서울시 “추석 연휴, 대중교통 막차 연장 안 해…이동 자제”,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011120765,연휴기간 불법주정차 승차거부 등 특별 지도단속 및 안전사고대비 점검 강화  불법 주정차 지도단속은 기차역 및 터미널 주변 도로 등 상습 위반 지역과 횡단보도 소방시설 어린이노인 보호구역 등 안전과 
스쿨존서 25t 화물차로 초등생 치어 사망하게 한 60대 남성에 '징역 10년' 구...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004970832,일 오전 인천지법 제형사부이규훈 부장판사 심리로 열린 결심공판에서 검찰은 특정범죄가중처벌등에관한법률 위반어린이보호구역 치사 혐의로 구속 기소된  씨에게 징역 년형을 구형했다 검찰은  씨는 
유재석, 예상치 못한 상황극에 '당황'…&quot;<b>어린이 보호구역</b> 위반이라니&quot;,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=421&aid=0005537249,그러자 문성준 경위는 여기 어린이 보호구역인데라며 약속했던 것과는 다른 상황을 만들었다 유재석은 크게 당황하며 그랬어요 어린이 보호구역이었냐라고 되물어 웃음을 자아냈다 이에 문성준 경위는 가상계좌로 
박남춘 시장, 추석연휴 코로나19 방역·민생안정에 총력,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010721508,특히 박 시장은 지난 일 화물차 통행제한이 전면 시행된 중구 신광초교 어린이보호구역을 찾아 교차로 내 통행로 안전 확보상황을 살펴보고 시의 모든 대책과 연계해 어린이 교통사고를 예방하는데 최선을 
성북경찰서, 이달 말까지 <b>어린이보호구역</b> 안전활동 강화 ,http://www.wflower.info/news/article.html?no=6162,서울 성북경찰서가 방학 기간을 맞아 한 달 동안 어린이보호구역 내 안전활동을 강화한다 일 경찰에 따르면 경찰서 측은 이달 일까지 매주 회 어린이보호구역 내 안전활동을 진행한다 성북구 관내에서는 
순창군, <b>어린이 보호구역</b> 내 불법주정차 단속 강화,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002204417,전북 순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치해 불법주정차 단속을 강화한다고 일 밝혔다 순창군은 올 월말까지 초등학교 주변 
무안군, <b>어린이보호구역</b> '자녀안심 그린숲' 조성 중,http://www.enewstoday.co.kr/news/articleView.html?idxno=1505138,자녀안심 그린숲 사업은 최근 사회적으로 크게 대두되고 있는 어린이보호구역 내 안전사고 문제와 미세먼지 발생 등 기후 위기에 대응하기 위한 것으로 보도와 차도 사이에 띠녹지 형태의 숲을 조성하는 사업이다 남악 
통학차량 승하차 공간…학교 ‘밖’ VS 학교 ‘안’,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011121936,다음 달 일부터는 이른바 민식이법에 따라 학교나 유치원 인근의 어린이보호구역에서 모든 차량의 주정차가 금지됩니다 그렇다면 어린이들 태우거나 내려주는 학부모 차량을 위한 주정차 공간이 따로 필요한데요 
인천 스쿨존서 초등생 친 60대 화물차 운전기사에 10년 구형,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=586&aid=0000029156,운전기사 측 초등생이 빠른 속도로 무단횡단사고 피할 수 없었던 점 고려해야 인천의 한 초등학교 인근 어린이보호구역스쿨존에서 불법으로 우회전하던 중 살 초등학생을 치어 숨지게 한 화물차 운전기사가 
[실버라이프]스쿨존의 <b>어린이 보호구역</b>, 청신호인가?,http://www.joongdo.co.kr/web/view.php?key=20210812010001904,강력한 교통안전 대책으로 년까지 스쿨존어린이보호구역 내 어린이 교통사고 사망자를 으로 낮추겠다는 희소식이다 일반 도로의 차량제한속도를  줄인것처럼 스쿨존도 시속  통행로 확보가 어려운 
<b>어린이보호구역</b> 사고낸 운전자 벌금 3백만 원,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011101550,씨는 지난해 월 대구시 동구의 한 어린이보호구역 내 도로에서 승합차를 운전하다가 살 어린이의 팔 부위를 차 문 부분으로 들이받아 전치 주 가량의 상처를 입힌 혐의로 재판에 넘겨졌습니다 법원은 피고인이 
순창군 <b>어린이 보호구역</b> 내 불법주정차 단속 강화,https://www.wikitree.co.kr/articles/677846,전북 순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법주정차 단속을 강화한다고 밝혔다군은 올 월말까지 초등학교 주변 어린이 
순창군 <b>어린이 보호구역</b> 내 불법주정차 단속 강화,http://www.jeonmin.co.kr/news/articleView.html?idxno=337140,순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법주정차 단속을 강화한다고 밝혔다 군은 올 월말까지 초등학교 주변 어린이 
순창군 <b>어린이 보호구역</b> 내 불법 주·정차 단속 강화,http://www.domin.co.kr/news/articleView.html?idxno=1350327,순창군이 개정된 도로교통법 및 주차장법에 따라 어린이 보호구역 내 불법 주정차 단속을 강화한다 사진은 옥천유치원 어린이 보호구역 순창군 제공 순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이 
<b>어린이 보호구역</b> 주정차 단속 강화,http://sjbnews.com/news/news.php?number=720735,어린이보호구역내 주정차 단속이 강화된다 순창군은 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법주정차 단속에 들어간다고 밝혔다 올 
순창군 <b>어린이 보호구역</b> 내 불법 주정차 단속 강화,http://www.gukjenews.com/news/articleView.html?idxno=2284665,순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역 내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법 주정차 단속을 강화한다고 일 밝혔다 어린이보호구역내불법주정차보호구역 
순창군, <b>어린이보호구역</b> 내 불법주정차 단속 강화 실시,http://www.betanews.net:8080/article/1275274.html, 어린이 보호구역 불법주정차 단속 카메라  순창군 순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법주정차 단속을 강화한다고 
순창군 <b>어린이 보호구역</b> 내 불법주정차 단속 강화,http://www.jeollailbo.com/news/articleView.html?idxno=634521,순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역내 노상주차장을 폐지하고 무인교통단속카메라를 설치하여 불법주정차 단속을 강화한다고 밝혔다 군은 올 월말까지 초등학교 주변 어린이 
계양구, <b>어린이보호구역</b> 내 시설물 정비공사 추진,http://www.nbnnews.co.kr/news/articleView.html?idxno=531173,인천 계양구는 어린이들의 안전한 보행환경 조성과 교통사고 예방을 위하여 어린이보호구역 내 시설물 정비공사를 추진한다사진제공  인천시 계양구청 김문기 기자 인천 계양구구청장 박형우는 어린이들의 안전한 
구리시, <b>어린이 보호구역</b> 6곳 '노란신호등' 교체 완료,http://www.shinailbo.co.kr/news/articleView.html?idxno=1445820,시는 지난 월 일 공사를 시작으로 한 달 간 어린이 교통사고 예방을 위해 어린이보호구역 내 초등학교 개소 총 대의 기존 신호등을 노란 신호등으로 교체했다 년 인창초 어린이보호구역 내 일부 신호등을 노란 
코로나19 속 한가위, 고향길 교통 정체 예상!,http://www.iminju.net/news/articleView.html?idxno=75415,기차역 및 터미널 주변 도로 등 상습 위반 지역과 횡단보도 소방시설 어린이노인 보호구역 등 안전과 밀접한 지점을 중심으로 주정차 지도 단속도 이뤄질 예정이다 전통시장 소규모 상가 주변은 탄력적으로 
경북 의성군, <b>어린이보호구역</b>(스쿨존) 무인교통단속장비 설치 완료,http://www.viva100.com/main/view.php?key=20210809010002221,경북 의성군 어린이보호구역스쿨존 무인교통단속장비 설치 완료 의성군은 안전한 어린이보호구역스쿨존 조성에 지속적인 노력을 기울이는 가운데 년 지역교통안전환경개선사업에서 확보한 국비를 
의성군, <b>어린이보호구역</b>(스쿨존) 무인교통단속장비 설치 완료,http://www.nspna.com/news/?mode=view&newsid=519654,조인호 기자 의성군군수 김주수은 안전한 어린이보호구역스쿨존 조성 에 지속적인 노력을 기울이는 가운데 년 지역교통안전환경개선사업 에서 확보한 국비를 포함 총 억만원의 사업비를 들여 
순창군, <b>어린이 보호구역</b> 내 불법주정차 단속 강화,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003540548,전북 순창군이 개정된 도로교통법 및 주차장법 시행에 따라 어린이보호구역 내 노상주차장을 폐지하고 무인교통단속 카메라를 설치하는 등 불법주정차 단속을 강화한다고 일 밝혔다 순창군은 이달 말까지 초등학교 
인천시 계양구, <b>어린이보호구역</b> 내 시설물 정비공사 추진,http://www.kihoilbo.co.kr/news/articleView.html?idxno=940618,기호일보  아침을 여는 신문 인천시 계양구는 어린이의 안전한 보행환경 조성과 교통사고 예방을 위해 어린이보호구역 내 시설물 정비공사를 추진한다 일 구에 따르면 이번 정비 공사는 사업비 천만 원을 
인천 계양구, <b>어린이보호구역</b> 시설물 정비,http://www.kgdm.co.kr/news/articleView.html?idxno=782671,계양구 관내 어린이보호구역 경기도민일보 인천이원영기자 인천 계양구는 어린이들의 안전한 보행환경 조성과 교통사고 예방을 위해 사업비 만원을 투입하여 어린이보호구역 내 시설물 정비 공사를 
'스쿨존 11살 사망사고 무죄 주장' 화물차 기사 징역 10년 구형(종합),https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005608032,인천지검은 일 오전 인천지법 제형사부재판장 이규훈 심리로 열린 결심공판에서 특정범죄가중처벌등에관한법률위반어린이보호구역 치사 혐의로 구속기소된 씨에 대해 이같이 구형했다 검찰은 교통사고 
구리시, <b>어린이 보호구역</b> '노란 신호등' 전면 교체,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004950375,경기 구리시는 어린이 보호구역 내 노란 신호등 교체 공사를 완료했다고 일 밝혔다 시에 따르면 지난달 일부터 관내 어린이 보호구역 초등학교 개소 대의 기존 신호등을 노란 신호등으로 교체했다 이에 앞서 
대구 19개 전통시장 주변도로 22일까지 2시간 주차 허용,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=088&aid=0000720961,다만 어린이보호구역 소화전으로부터  이내 교차로 모퉁이 버스 정류소  이내 횡단보도 등의 불법 주정차에 대해서는 단속이 강화된다 행안부와 경찰청은 주차 허용으로 인한 교통 혼잡이 없도록 순찰을 
구리시, <b>어린이 보호구역</b> 6곳에 노란신호등 교체 완료,http://www.kihoilbo.co.kr/news/articleView.html?idxno=940661,시는 지난달 일 공사를 시작해 한 달 간 어린이 교통사고 예방을 위해 어린이보호구역 내 초등학교 곳 총 대의 기존 신호등을 노란 신호등으로 교체했다 시는 지난 년 인창초 어린이보호구역 내 일부 신호등을 
구리시, <b>어린이 보호구역</b> 내 '노란신호등' 교체 공사 완료,http://www.joongboo.com/news/articleView.html?idxno=363497677,시는 지난 월 일 공사를 시작으로 한 달간 어린이 교통사고 예방을 위해 어린이보호구역 내 초등학교 곳 총 대의 기존 신호등을 노란 신호등으로 교체했다 년 인창초 어린이보호구역 내 일부 신호등을 노란 
구리시, <b>어린이 보호구역</b> 내 '노란 신호등' 교체 완료,http://www.onews.tv/news/articleView.html?idxno=84699,구리시 어린이보호구역 내 교체 완료된 노란 신호등 사진지주 포함 교체사진구리시열린뉴스통신 구리시시장 안승남는 어린이 보호구역 내 노란 신호등 교체 공사를 완료했다 일 시 관계자는 지난 월 일 
구리시, <b>어린이보호구역</b> 신호등 529대 모두 노란색 교체 완료,http://www.weeklytoday.com/news/articleView.html?idxno=392801, 구리시 어린이보호구역 신호등 대 모두 노란색 교체 완료 구리시시장 안승남는 월 일 어린이보호구역 내 노란 신호등 교체 공사를 완료했다고 밝혔다 시는 지난 월 일부터 초등학교 개소 
계양구, <b>어린이보호구역</b> 내 시설물 정비공사 추진,http://www.kmaeil.com/news/articleView.html?idxno=297017,어린이보호구역 사진제공계양구청 인천광역시 계양구구청장 박형우는 어린이들의 안전한 보행환경 조성과 교통사고 예방을 위하여 사업비 천만 원을 투입하여 어린이보호구역 내 시설물 정비공사를 추진한다 이번 
통영시, 지능형교통체계시스템 국비지원 공모사업 선정,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002210584,지능형교통체계는 교통정보센터 구축 실시간 교통정보 수집을 위한 교차로 감시 카메라 설치 스마트 교차로 시스템 도입 어린이보호구역 등 교통약자의 사고 위험성이 높은 지역에 보행안전 시스템 구축이 된다 
탄자니아 자연<b>보호구역</b>서 <b>어린이</b> 3명 사자에 물려 사망,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=057&aid=0001598490,사파리 관광지로 유명한 탄자니아 응고롱고로 자연보호구역에서 어린이 명이 사자에게 물려 목숨을 잃었습니다 현지시간으로 일 가디언 등의 언론들은 탄자니아 북부 아루샤 지역에서 사자에게 공격당한 
용인시, LED 활주로형 횡단보도 117곳 추가 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010721002,기사내용 요약어린이보호구역 곳교통사고 잦은 곳 등 안전사고 예방 경기 용인시는 를 활용한 활주로형 횡단보도를 곳에 추가 설치했다고 일 밝혔다 차량의 서행을 유도하고 보행자들의 안전사고를 
광양시, <b>어린이보호구역</b> 불법 주·정차 단속,http://www.kjdaily.com/article.php?aid=1628157428553122008,광양시는 일 어린이보호구역 내 불법 주정차 단속 강화를 위해 고정형 단속 를 개소에 추가 설치하고 오는 월 일부터 단속에 들어간다고 밝혔다 시는 단속을 통해 불법 주정차로 인한 교통 체증이 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’ 실시,https://sports.hankooki.com/lpage/economy/202108/sp20210804174902136990.htm?s_ref=nv,국토부 경찰청 서울특별시 한국교통안전공단과 공동으로 진행 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 
광주 동구, <b>어린이보호구역</b> 4개소 개선공사,http://www.newspim.com/news/view/20210803000583,광주 동구가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 초등학교개소에 어린이보호구역 개선공사를 추진한다고 일 밝혔다 동구는 총사업비만원을 들여 먼저 율곡초교에 시종점 표지판 
경북경주교육지원청 <b>어린이 보호구역</b> 내 교통안전 강화 방안 마련 협의회 개최,http://www.veritas-a.com/news/articleView.html?idxno=380079,경북경주교육지원청은 월일 학기 등교를 대비한 어린이 보호구역 내 교통안전 강화 방안 마련을 위해 경주녹색어머니연합회이하 녹색어머니회 협의회를 가졌다고 일 전했다 이날 협의회는 관내 초등학교 어린이 
계양구, <b>어린이보호구역</b> 내 시설물 정비,http://news.lghellovision.net/news/newsView.do?soCode=SC70000000&idx=316323,계양구가 사업비 천만 원을 들여 어린이보호구역 내 시설물을 정비합니다 이번 정비 공사 대상지는 계양초와 계양초상야분교 양촌초 소양초입니다 구는 지난달 현장조사를 통해 정비 물량을 선정했는데요 안전펜스를 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’ 진행,http://www.cnbnews.com/news/article.html?no=504657,함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 현대차 국내사업본부장 유원하 부사장 국토교통부 김정희 자동차 정책관 서울특별시 이혜경 보행친화기획관 한국교통안전공단 
포천시, <b>어린이보호구역</b> LED 바닥신호등 4개소 설치,http://www.nbntv.co.kr/news/articleView.html?idxno=932318,경기 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 일 밝혔다 포천시 어린이보호구역  바닥신호등 개소 설치 모습 사진포천시 바닥신호등을 설치한 곳은 
포천시, <b>어린이보호구역</b> 횡단보도에 LED 바닥신호등 설치,http://www.weeklytoday.com/news/articleView.html?idxno=391853, 포천시 어린이보호구역 횡단보도에  바닥신호등 설치 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 밝혔다 바닥신호등을 설치한 곳은 왕방초 송우초 
현대차, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인 진행,http://www.breaknews.com/824523,브레이크뉴스문홍철 기자 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 
부산 동래구, <b>어린이보호구역</b> 내 노상주차장 폐지,http://www.gukjenews.com/news/articleView.html?idxno=2279387,어린이보호구역 내 노상주차장 모습제공동래구청 부산 동래구는 지난 월 개정 시행된 주차장법에 따라 어린이보호구역 내 노상주차장을 모두 폐지한다고 일 밝혔다 최근 어린이보호구역 내 주차로 인한 어린이 
