제목,링크,내용
포천시, <b>어린이보호구역</b> 횡단보도에 LED 바닥신호등 설치,http://www.weeklytoday.com/news/articleView.html?idxno=391853, 포천시 어린이보호구역 횡단보도에  바닥신호등 설치 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 밝혔다 바닥신호등을 설치한 곳은 왕방초 송우초 
경주교육지원청, <b>어린이 보호구역</b> 내 교통안전 강화 총력,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2080446,경주녹색어머니연합회 회원들이 어린이 보호구역 내 교통안전시설을 점검하고 있다 경주교육지원청 경상북도경주교육지원청과 경주녹색어머니연합회가 어린이 보호구역 내 교통안전 강화를 위해 총력을 기울이기로 
현대차, <b>어린이 보호구역</b> 안전 강화..‘안전 울타리 설치 캠페인’ 실시,http://kpenews.com/View.aspx?No=1988346,한국정경신문 오수진 기자 한국정경신문 현대차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역 안전 강화에 나선다 현대차는 일 화물차 불법 판스프링 제거를 통한 어린이 
'불법 판스프링 안돼'…현대차, '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인',https://www.asiatime.co.kr/article/20210802500066,사진현대차 아시아타임즈천원기 기자 현대차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대자동차는 지난달 일 현대차 국내사업본부장 
포천시, <b>어린이보호구역</b> LED 바닥신호등 4개소 설치,http://www.kmaeil.com/news/articleView.html?idxno=296497,포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 밝혔다사진포천시 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’ 실시...<b>어린이</b> 안전펜...,http://thepublic.kr/news/newsview.php?ncode=1065577812697309,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나설 것으로 보인다 현대차는 지난달 일금 현대차 국내사업본부장 유원하 부사장 국토교통부 
현대차, <b>어린이 보호구역</b>에 '안전 울타리' 만든다,http://www.sentv.co.kr/news/view/599153,현대자동차가국토교통부경찰청서울특별시한국교통안전공단과함께어린이보호구역의안전한통학환경조성에나선다현대차는지난달일 화물차불법판스프링제거를통한어린이 
도로 위 흉기 화물차 불법 판스프링→<b>어린이보호구역</b> 안전 울타리로 탈바꿈,http://www.sisamagazine.co.kr/news/articleView.html?idxno=367039,회수한 불법 판스프링을 업사이클링해 어린이보호구역에 설치할 안전 울타리로 만드는 내용이다 도로 위 흉기였던 불법 판스프링이 아이들을 위한 안전 울타리로 탈바꿈 되는 것 현대차는 자사 서비스 
현대차, 불법 판스프링 ‘<b>어린이 보호구역</b> 안전펜스’ 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001869435,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 어린이 보호구역에 안전펜스를 설치한다 현대차는 지난달 일 화물차 불법 판스프링 제거를 통한 어린이 보호구역 안전 울타리 설치 캠페인 
현대차, '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인' 실시,http://www.paxetv.com/news/articleView.html?idxno=123441,현대차 어린이 보호구역 안전 울타리 설치 캠페인 실시 사진제공현대자동차 현대차는 화물차 불법 판스프링 제거를 통한 어린이 보호구역 안전 울타리 설치 캠페인이하 어린이 보호구역 안전 울타리 설치 캠페인 
'도로 위 흉기' 화물차 불법 판스프링 떼서 <b>어린이보호구역</b> 안전 울타리 만든...,http://www.newspim.com/news/view/20210802000167,서울시와 국토부 등은 지난달 일 회수한 불법 판스프링을 업사이클링해 어린이보호구역에 설치할 안전 울타리로 만드는 내용의 업무협약을 맺었다 이날 체결식에는 이혜경 서울시 보행친화기획관 유원하 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’ 실시,http://www.thebigdata.co.kr/view.php?ud=202108021020064786d0a8833aad_23,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다고 일 밝혔다 현대차는 지난달 일금 현대차 국내사업본부장 유원하 부사장 국토교통부 
교통안전공단, '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인' 전개,http://www.cstimes.com/news/articleView.html?idxno=469876,한국교통안전공단이사장 권용복은 월 일부터 국토교통부 경찰청 서울시 현대자동차와 공동으로 안전한 도로환경을 조성하기 위해 화물차 불법 판스프링 제거 및 어린이 보호구역 안전 울타리 설치 캠페인을 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’,https://www.fetv.co.kr/news/article.html?no=92566,국토부 경찰청 서울특별시 한국교통안전공단과 맞손화물차 불법 판스프링을 안전펜스로 활용 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 
현대차, <b>어린이 보호구역</b> 울타리 설치해 안전한 통학환경 조성 나서,http://www.thedrive.co.kr/news/newsview.php?ncode=1065575212820344,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다고 밝혔다 현대차는 현대차 국내사업본부장 유원하 부사장 국토교통부 김정희 자동차 
현대차, '<b>어린이 보호구역</b> 안전 울타리 설치' 캠페인,http://www.newspim.com/news/view/20210802000241,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 유원하 현대차 국내사업본부장 부사장 김정희 국토교통부 자동차 
현대차, 불법 판스프링으로 <b>어린이 보호구역</b> 안전펜스 만든다,https://www.asiatoday.co.kr/view.php?key=20210802010000388,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다현대차는 지난달 일 유원하 현대차 국내사업본부장부사장 김정희 국토교통부 자동차 
현대차, '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인' 실시,http://www.getnews.co.kr/news/articleView.html?idxno=543054,사진 출처  현대차 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 현대차 국내사업본부장 유원하 부사장 
현대차, '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인' 실시,https://www.ngetnews.com/news/articleView.html?idxno=402213,뉴스저널리즘 김문수 기자  현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 화물차 불법 판스프링 제거를 통한 
화물차 불법 판스프링의 대변신… <b>어린이 보호구역</b> ‘안전울타리’로 재탄생,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=417&aid=0000720725,화물차의 불법 판스프링이 어린이 보호구역의 안전울타리로 재탄생돼 아이들의 안전한 등하굣길 지킴이로 나선다 일 현대자동차에 따르면 국토교통부 경찰청 서울시 한국교통안전공단과 함께 화물차 불법 
현대차, '<b>어린이 보호구역</b> 안전 울타리 설치' 캠페인 실시,http://www.pinpointnews.co.kr/view.php?ud=2021080208574032990d88486204_45,국토부 경찰청 서울시 교통안전공단 등과  체결 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학 환경 조성에 나선다 현대차는 지난달 일 이들과 화물차 
현대차 '<b>어린이 보호구역</b> 안전 울타리 설치 캠페인', 판스프링 회수 안전펜스...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=468&aid=0000781707,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 정식 승인받지 않은 화물차 적재함 보조 지지대판스프링를 회수해 안전펜스로 제작하게 
현대차, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인 실시,http://www.newslock.co.kr/news/articleView.html?idxno=44129,화물차 불법 판스프링 제거를 통한 어린이 보호구역 안전 울타리 설치 캠페인 포스터 현대자동차그룹 제공 뉴스락 현대자동차가국토교통부경찰청서울특별시한국교통안전공단과함께어린이보호구역의 
현대차, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202108020836567430612,국토부경찰청서울특별시한국교통안전공단과 맞손화물차 불법 판스프링 회수해 제작 현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 
현대차, <b>어린이 보호구역</b> 안전펜스 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=031&aid=0000615627,현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 나선다 현대차는 지난달 일 화물차 불법 판스프링 제거를 통한 어린이 보호구역 안전 울타리 
현대차, ‘<b>어린이 보호구역</b> 안전 울타리 설치 캠페인’ 실시,https://www.inthenews.co.kr/news/article.html?no=38811,정식 승인받지 않은 화물차 적재함 보조 지지대 회수해 안전펜스로 제작 인더뉴스 안정호 기자현대자동차가 국토교통부 경찰청 서울특별시 한국교통안전공단과 함께 어린이 보호구역의 안전한 통학환경 조성에 
서울시, 도로 위 흉기 화물차 불법 판스프링…<b>어린이보호구역</b> 안전 울타리 탈...,http://www.enewstoday.co.kr/news/articleView.html?idxno=1500949,회수한 불법 판스프링을 업사이클링해 어린이보호구역에 설치할 안전 울타리로 만드는 내용이다 도로 위 흉기였던 불법 판스프링이 아이들을 위한 안전 울타리로 탈바꿈 되는 것이다 현대차는 자사 서비스 
<b>어린이 보호구역</b>, 무인 교통단속 장비 확대,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011110397,
전주시자원봉센터, 초등학교에 '교통안전 투명우산' 500개 배부,http://www.domin.co.kr/news/articleView.html?idxno=1355502,또 운전자들의 어린이 보호구역에 대한 경각심을 높일 수 있도록 스쿨존 제한속도를 나타내는 와 이라는 문구도 넣어졌다 이날 행사에 참석한 전주녹색어머니연합회 회원들은 초등학생들의 교통안전 확보를 
전남자치경찰, 수확철 교통사고․절도 예방 온힘,http://www.newsworker.co.kr/news/articleView.html?idxno=130724,계획안 어린이보호구역 무인단속 과다지점 개선계획안 등을 심의의결했다 전남자치경찰위원회는 가을 수확철 교통사고 예방대책으로 농촌지역 주민 교통사고 예방 홍보 및 야광경광등 배부 국도상 농기계 
광주시 동구,율곡초교 등 4개소 <b>어린이보호구역</b> 개선공사,https://www.wikitree.co.kr/articles/675818,광주시 동구청장 임택가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다고 밝혔다동구는 총사업비 천백만 원을 들여 먼저 율곡초교에 시 
광주 동구, 율곡초교 등 4개소 <b>어린이보호구역</b> 개선,http://www.nspna.com/news/?mode=view&newsid=518643,교통안전 시설물노후 안전울타리 교체 등 사고 예방 만전 김용재 기자 광주시 동구청장 임택가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 
광주 동구, 초등학교 4개소 ‘<b>어린이보호구역</b>’ 개선공사 추진,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002203204,광주 동구청장 임택가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다고 밝혔다 동구는 총사업비 천백만 원을 들여 먼저 율곡초교에 시종점 
광주 동구, 율곡초교 등 4개소 <b>어린이보호구역</b> 개선공사,http://www.enewstoday.co.kr/news/articleView.html?idxno=1501524,광주 동구가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다 동구청 전경 동구는 총사업비 만원을 들여 먼저 율곡초교에 시 종점 표지판 
광주시 동구, 관내 4개소 <b>어린이보호구역</b> 개선공사,http://www.smartfn.co.kr/view.php?ud=20210803155947164efb2e43b13_46,교통안전 시설물노후 안전울타리 교체 등 광주시 동구는 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 초등학교 개소에 어린이보호구역 개선공사를 추진한다고 일 밝혔다 동구는 총사업비 천 
광주광역시 동구, 율곡초교 등 4개소 <b>어린이보호구역</b> 개선공사,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=468&aid=0000781977,광주광역시 동구청사 전경 광주광역시 동구가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다고 밝혔다 동구는 총사업비 천백만 원을 들여 
광주시 동구, <b>어린이보호구역</b> 개선공사 추진,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202108031504134540254,교통안전 시설물노후 안전울타리 교체 등 사고 예방 만전 광주광역시 동구가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다 동구는 
광주 동구,<b>어린이보호구역</b> 개선공사,https://daily.hankooki.com/lpage/society/202108/dh20210803142444148510.htm?s_ref=nv,교통안전 시설물노후 안전울타리 교체 등 사고 예방 만전 광주 동구청장 임택가 어린이들이 안심하고 다닐 수 있는 교통환경을 조성하기 위해 관내 초등학교 개소에 어린이보호구역 개선공사를 추진한다고 밝혔다 
한국교통안전공단, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인 실시,http://www.thebigdata.co.kr/view.php?ud=202108021021006517d0a8833aad_23,한국교통안전공단이사장 권용복은 일부터 국토교통부 경찰청 서울시 현대자동차와 공동으로 안전한 도로환경을 조성하기 위해화물차 불법 판스프링 제거 및 어린이 보호구역 안전 울타리 설치 캠페인을 
한국교통안전공단, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인 실시,http://www.cnbnews.com/news/article.html?no=504474, 뉴스  씨앤비뉴스 한국교통안전공단은 일부터 국토교통부 경찰청 서울시 현대자동차와 공동으로 안전한 도로환경을 조성하기 위해 화물차 불법 판스프링 제거 및 어린이 보호구역 안전 울타리 설치 
한국교통안전공단, <b>어린이 보호구역</b> 안전 울타리 설치 캠페인,https://daily.hankooki.com/lpage/society/202108/dh20210802075432148520.htm?s_ref=nv,한국교통안전공단은 일부터 국토교통부 경찰청 서울시 현대자동차와 공동으로 화물차 불법 판스프링 제거 및 어린이 보호구역 안전 울타리 설치 캠페인을 전개한다고 일 밝혔다 이번 캠페인은 화물차의 불법 
계양구, <b>어린이보호구역</b> 내 시설물 정비,http://news.lghellovision.net/news/newsView.do?soCode=SC70000000&idx=316323,계양구가 사업비 천만 원을 들여 어린이보호구역 내 시설물을 정비합니다 이번 정비 공사 대상지는 계양초와 계양초상야분교 양촌초 소양초입니다 구는 지난달 현장조사를 통해 정비 물량을 선정했는데요 안전펜스를 
광주 동구, <b>어린이보호구역</b> 4곳 개선공사,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005520360,광주 동구는 관내 초등학교 개소 인근 어린이보호구역에 대해 개선공사를 추진한다고 일 밝혔다 동구는 어린이보호구역 개선공사를 통해 운전자들의 어린이보호구역 내 교통법규 준수를 유도하고 아이들의 안전을 
CJ대한통운, 교통사고 예방에 앞장선다,https://www.fetv.co.kr/news/article.html?no=96942,대한통운이 굿네이버스와 함께 군포 지역 내 어린이집 초등학교 등 어린이 보호구역 횡단보도 개소에 교통사고 예방을 돕는 노란 발자국을 설치한다 노란 발자국 설치 작업은 군포시청 군포경찰서와의 
법개정으로 울산 <b>어린이보호구역</b> 노상주차장 181면 폐지 대상,http://www.ksilbo.co.kr/news/articleView.html?idxno=908585, 개정시행된 주차장법에 따라 어린이보호구역 내 거주자우선주차구역 및 노상주차장을 폐지해야 함에 따라 주차난 심화가 우려되고 있다 사진은 남구 한 초등학교 앞 도로에 설치된 거주자우선주차구역최근 개정 
은평구, 서울시 최초 ‘<b>어린이 보호구역</b> 내 보행자 안전차단기’ 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001870892,서울 은평구구청장 김미경는 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하기 위해 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 설치 했다고 일 밝혔다 보행자 안전차단기는 
은평구, '<b>어린이 보호구역</b> 내 보행자 안전차단기' 설치,http://www.lcnews.co.kr/news/articleView.html?idxno=22321,은평구청 은평구는 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하기 위해 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 설치 했다고 일 밝혔다 보행자 안전차단기는 영상인식을 
은평구, 초등학교 <b>어린이 보호구역</b> 내 보행자 안전차단기 설치,http://www.job-post.co.kr/news/articleView.html?idxno=30511,사진제공은평구 서울 은평구는 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하고자 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 설치했다고 일 밝혔다 보행자 안전차단기는 
은평구, 서울시 최초 ‘<b>어린이 보호구역</b> 내 보행자 안전차단기’ 설치,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065591742432422,은평구구청장 김미경는 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하기 위해 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 최근 설치 했다 보행자 안전차단기는 영상인식을 
서울시 은평구, 서울시 최초 '보행자 안전차단기 설치'…<b>어린이 보호구역</b> 내 ,http://www.idsn.co.kr/news/articleView.html?idxno=52529,서울시 은평구는 일 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하기 위해 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 지난 월 일설치했다고 밝혔다 교통안전에 취약한 
은평구, 서울시 최초로 <b>어린이 보호구역</b> 내 '보행자 안전차단기' 설치,https://www.asiatoday.co.kr/view.php?key=20210805010003203,서울 은평구는 보행자의 교통사고를 예방하고 안전한 보행 환경을 조성하기 위해 서울시 최초로 어린이 보호구역 내 초등학교 부근에 보행자 안전차단기를 설치했다고 일 밝혔다보행자 안전차단기는 영상인식을 
광양시, <b>어린이보호구역</b> 불법 주·정차 뿌리 뽑는다,http://www.newsfreezone.co.kr/news/articleView.html?idxno=328218,광양시청사 전경   김영만 기자 어린이보호구역에서 최근 잠잠하던 어린이 사망사고가 발생함에 따라 광양시가 어린이보호구역 내 불법 주정차 단속 강화를 위해 고정형 단속 를 개소에 추가 설치하고 오는 월 
<b>어린이보호구역</b>(스쿨존)에서 초등생이 화물차에 치어 숨지자 경찰 화물차 통행...,https://www.sisa-news.com/news/article.html?no=166494,인천경찰 신광초등학교 일대 어린이보호구역스쿨존에서 살 된 초등학교 어린이가 화물차에 치어 숨지는 사고가 발생하자 경찰이 다음달 초부터 화물차 통행을 제한 한다 일 인천경찰청은 지난 일 열린 
메=인천 동구, 초등학교 주변 <b>어린이보호구역</b> 불법 주·정차 단속 CCTV 설치,http://www.incheonilbo.com/news/articleView.html?idxno=1107693,단속대상은 초등학교 주출입로 주변 어린이보호구역에 주정차된 차량으로 는 주말과 공휴일을 제외한 평일 오전 시부터 오후 시까지 운영된다 구는 월 한 달 동안 시범운용 및 계도기간을 거쳐 다음 달부터 
부산 동래구, '<b>어린이보호구역</b> 내 노상주차장' 모두 폐지,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005510199,부산 동래구는 최근 개정 시행된 주차장법에 따라 어린이보호구역 내 노상주차장을 모두 폐지한다고 일 밝혔다 개정법에 따르면 초등학교유치원어린이집 등 출입구 반경  내의 어린이 보호구역내 
동래구, <b>어린이보호구역</b> 내 노상주차장 폐지,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=082&aid=0001110277,부산 동래구구청장 김우룡는 지난 일 개정 시행된 주차장법에 따라 어린이보호구역 내 노상주차장을 모두 폐지한다고 일 밝혔다 최근 어린이보호구역 내 주차로 인한 어린이 교통사고 위험이 높아져 학부모 
인천 동구, 초등학교 주변 <b>어린이보호구역</b> 불법 주·정차 단속 CCTV 설치 완료,http://www.kmaeil.com/news/articleView.html?idxno=296477,단속대상은 초등학교 주출입로 주변 어린이보호구역에 주정차된 차량으로 주말과 공휴일을 제외한 평일 오전 시부터 오후 시까지 운영된다 구는 월 한 달 동안 시범운용 및 계도기간을 거쳐 월 일부터 신규 
'도로 위 흉기' 화물차 판스프링이 <b>어린이보호구역</b> 울타리로,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0005000345,시는 불법 판스프링을 회수해 사고를 예방하고 어린이보호구역에 울타리를 설치해 안전한 통학 환경을 조성하는 두 가지 효과를 동시에 거둔다는 목표다 이혜경 서울시 보행친화기획관은 도로 위 안전을 위협하던 
<b>어린이보호구역</b> 내 과속·신호 위반 감소,http://www.idomin.com/news/articleView.html?idxno=768448,올 상반기 어린이보호구역 안전과 관련한 수치가 지난해와 비교해 개선된 것으로 확인됐다 올 초부터 이달까지 경남에서 있었던 어린이보호구역 내 규정속도 위반과 신호 위반 불법 주정차는 지난해 같은 
'도로 위 흉기' 화물차 불법 판스프링, <b>어린이보호구역</b> 안전 울타리로 바뀐다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004946976,이번 캠페인을 통해 회수한 불법 판스프링은 업사이클링을 거쳐 어린이보호구역에 설치할 안전 울타리 바뀐다 도로 위 흉기였던 불법 판스프링이 아이들을 위한 안전 울타리로 탈바꿈 하는 것이다 현대차는 
인천시 동구, 초등학교 주변 <b>어린이보호구역</b> 불법 주·정차 단속 CCTV 설치 완...,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065587236926599,단속대상은 초등학교 주출입로 주변 어린이보호구역에 주정차된 차량으로 주말과 공휴일을 제외한 평일 오전 시부터 오후 시까지 운영된다 구는 월 한 달 동안 시범운용 및 계도기간을 거쳐 월 일부터 신규 를 
경찰, <b>어린이보호구역</b> 신호·속도 위반 등 집중 단속,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011110154,
서울시, 도로 위 흉기 화물차 불법 판스프링→<b>어린이보호구역</b> 안전 울타리 탈...,http://www.weeklytoday.com/news/articleView.html?idxno=391019, 서울시 도로 위 흉기 화물차 불법 판스프링어린이보호구역 안전 울타리 탈바꿈 화물차 판스프링은 바퀴가 받는 충격을 완화하기 위해 차체 밑에 붙이는 철판이다 그러나 원래의 용도와 달리 화물차에 짐을 싣는 
광진구, <b>어린이 보호구역</b> 내 노상 주차장 모두 폐지,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004944502,이는 월일부터 본적격으로 시행되는 개정된 도로교통법에 의한 것으로 어린이보호구역 내 주차는 물론 정차행위까지 전면 금지된다 이번 노상 주차장 폐지로 지역 내 용마초등학교 우리아이어린이집 광장초등학교 
[아시아에이-ESG] 서울시, 화물차 불법 판스프링→<b>어린이보호구역</b> 안전 울타리...,http://www.asiaa.co.kr/news/articleView.html?idxno=50903,회수한 불법 판스프링을 업사이클링해 어린이보호구역에 설치할 안전 울타리로 만드는 내용이다 도로 위 흉기였던 불법 판스프링이 아이들을 위한 안전 울타리로 탈바꿈 되는 것 현대차는 자사 서비스 
포천시, <b>어린이보호구역</b> 내 횡단보도에 LED 바닥신호등 설치,http://www.breaknews.com/824927,포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 밝혔다 바닥신호등을 설치한 곳은 왕방초 송우초 포천초 
광양시, <b>어린이보호구역</b> 불법 주·정차 단속 CCTV 32개소 설치,http://www.boannews.com/media/view.asp?idx=99430&kind=,광양시는 어린이보호구역 내 불법 주정차 단속 강화를 위해 고정형 단속 를 개소에 추가 설치하고 오는 월 일부터 단속에 들어간다 시는 단속을 통해 불법 주정차로 인한 교통체증이 날로 심화되는 것을 
국토부, <b>어린이 보호구역</b> 교통법규 위반 운전자→'보험료' 할증,http://www.gukjenews.com/news/articleView.html?idxno=2275800,국토교통부는 어린이 보호구역 등 횡단보도 등에서 교통법규를 위반한 운전자에 대해 자동차 보험료를 할증 적용한다고 밝혔다 특히 우리나라 교통사고 사망자는 매년 감소 추세에 있으나 지난해 전체 교통사고 
전남 자치경찰, 수확철 교통사고·농축산물 절도 예방 총력,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003557139,계획안 어린이보호구역 무인단속 과다지점 개선계획안 등을 심의의결했다 전남자치경찰위원회는 가을 수확철 교통사고 예방대책으로 농촌지역 주민 교통사고 예방 홍보 및 야광경광등 배부 국도상 농기계 
<b>어린이보호구역</b>·횡단보도에서 교통법규 위반하면? 보험료 오른다,http://www.newshankuk.com/news/content.asp?news_idx=202107280917570102,자료사진 광주지방법원 형사부재판장 노재호 부장판사는 월 일 오전 광주 북구 운암동 한 아파트 인근 어린이보호구역 내 도로에서 지난해 월 일가족을 치어 사상케 한 혐의특정범죄가중처벌 등에 관한 법률 
인천 동구 서림초 등 7곳에 CCTV 설치 평일 <b>어린이보호구역</b> 불법 주정차 단속,http://www.kihoilbo.co.kr/news/articleView.html?idxno=940371,단속 대상은 초등학교 주출입로 주변 어린이보호구역에 주정차된 차량으로 주말과 공휴일을 제외한 평일 오전 시부터 오후 시까지 운영된다 구는 월 한 달 동안 시범운용 및 계도기간을 거쳐 월부터 신규 를 
<b>어린이보호구역</b>서 과속 적발땐 보험료 10% 더 낸다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003088061,오는 월부터 어린이보호구역 등에서 과속 등 교통법규를 위반해 적발될 경우 자동차보험료를 최대  더 내야한다 일 국토교통부와 금융감독원 등은 보행자 안전을 위한 대책으로 어린이보호구역 및 횡단보도 
포천시, <b>어린이보호구역</b> LED 바닥신호등 4개소 설치,http://www.enewstoday.co.kr/news/articleView.html?idxno=1501636,포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 밝혔다 포천초등학교 앞  바닥신호등 사진포천시 바닥신호등을 설치한 곳은 왕방초 송우초 포천초 영북초 
[포천소식]시, <b>어린이보호구역</b> LED 바닥신호등 설치 등,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010647371,경기 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역 내 횡단보도에  바닥신호등을 설치했다고 일 밝혔다 바닥신호등을 설치한 곳은 왕방초 송우초 포천초 영북초 등 개소로 어린이보호구역 중 
포천시, <b>어린이보호구역</b> LED 바닥신호등 4개소 설치,http://www.shinailbo.co.kr/news/articleView.html?idxno=1444483,경기도 포천시는 어린이들의 안전한 보행을 위해 어린이보호구역내 횡단보도에바닥신호등을 설치했다고일 밝혔다 이번에 바닥신호등을 설치한 곳은 왕방초송우초포천초영북초 등개소로 
광진구, <b>어린이보호구역</b>내 노상 주차장 모두 폐지,https://www.siminilbo.co.kr/news/newsview.php?ncode=1065590666631808, 주차장 개방사업 안내문사진제공광진구청 서울광진구구청장 김선갑가 안전한 통학환경 조성을 위해 오는 월까지 어린이보호구역내 노상 주차장을 모두 폐지할 예정이다 이는 오는 월 일부터 본적격으로 
