 30일 낙찰 계약 동향  아포읍 지1리 앞방천  배수로 설치공사  송계마을 진입로 확포장공사  팔선제수문 전동화 전기공사  낙찰 계약 동향,  낙찰업체   대웅건설 주   계약금액 낙찰가격    25 041 950 원   계약명   금천3리 신림 농업용배수로      낙찰 입찰 업체    주 성호건설  계약금액   8 156 000 원   계약명   원동마을회관 노인보호구역 개선사업    
 4일 조달청 입찰정보 종합  2020년 버스정류장 시설물 유지보수 공사 연간단가   주문도 살곶이 도시관리계획 용도지역  결정 변경  용역외 나라장터 입찰 공고,  입찰명    노인보호구역 개선사업 내수2리 경로당 등 4개소  입찰 공고   계약방법   제한경쟁     공고기관   서울특별시 금천구  입찰마감일시    2020 04 06 10 00   발주처 수요기관    서울특별시 금천구    
 29일 조달청 입찰정보 종합  어린이공원 소공원 배수로 정비공사  열교환기외 나라장터 입찰 공고,  입찰명    금천면 신가2구 유촌마을 아스콘 포장공사   계약방법   수의 소액  견적입찰 2인 이상 견적      입찰명    2020년 가평군 노인보호구역 개선공사 실시설계용역   계약방법   수의 총액 소액 견적입찰   
 3일 조달청 입찰정보 종합  2020년 식량작물공동 들녘 경영체 육성사업 시설장비  드론 구매  읍천 및 푸르뫼사택 놀이터 탄성포장재 교체공사외 나라장터 입찰 공고,  입찰명    금천문화예술정보학교 외 3교 독산고 덕의초 난곡중  내진성능평가 용역   계약방법      입찰명    상궁3리 경로당 외 2개소 노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적   
 28일 조달청 입찰정보 종합  2020년 연안 해조장 조성사업  섬 꽃 박람회장 조성에 따른 전략환경영향평가 용역외 나라장터 입찰 공고,  입찰명    2020년 전주시 관내 어린이 및 노인보호구역 유지관리공사 2차 단가계약    계약방법   수의      입찰명    금천구 시흥지역생활권 실행계획 수립 용역   계약방법   일반 총액 협상에의한계약    
 25일 낙찰 계약 동향  신천동로 보행로 구조물 공간막이 설치공사  성산구 남산어린이집 태양광발전시설 설치공사  국도28호선 영주IC 교차로 개선공사 2차   낙찰 계약 동향,  낙찰업체   신해공영주식회사  계약금액   331 056 900 원   계약명   금천소방서 건립 소방공사  계약기관    4개소 노인보호구역 개선공사  계약기관   충청남도 아산시  계약일자   2020 03 20  계약방법   제한경쟁   
 17일 낙찰 계약 동향  용산역세권개발부지 불소 기원 증명용역  기계검사용 신원정보지 인쇄시트 운송 용역 계약  차세대 전자여권 2차 FAT용 공백여권 운송 용역 계약  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2020 03 09  계약방법   수의계약  발주처 수요기관    서울특별시      낙찰업체   주식회사 동양엔지니어링  계약금액   7 400 000 원   계약명   2020년 노인보호구역 개선사업   
 22일 낙찰 계약 동향  2020 2021년 강릉지사 조경시설물 연간 유지보수공사 1차   2020 2021년 원주지사 조경시설물 연간 유지보수공사 1차   청암지구 흙수로 구조물화사업  낙찰 계약 동향,늘푸른노인요양원 치매전담시설 개보수 건축 기계 계약을 제한경쟁 방식으로  주 성안친환경디자인    어린이보호구역 개선공사  계약기관   경상북도 칠곡군  계약일자   2020 03 16  계약방법   수의계약  발주처   
 16일 낙찰 계약 동향  안성수덕원 건축물 석면 조사  초현2리 마을만들기 지역역량강화사업  맞춤형정비사업 지역 내 철거대상 건축물 석면조사 용역  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2020 03 12  계약방법   수의계약  발주처 수요기관    서울특별시    채용 공고 면접 시험 후기   낙찰업체   주식회사 한길  계약금액   19 710 000 원   계약명   노인보호구역   
 15일 낙찰 계약 동향  2020년 상반기 중앙선 삼곡 도담간 164 386KM 옹벽 외 10개소 하자 정기 점검용역  강원본부 재해관리개소 감시시스템 위탁관리용역  양평교육지원청 서고 항온항습기 이전설치용역  낙,  낙찰업체    주 한라건축사사무소  계약금액   8 664 000 원   계약명   신양면 다목적 노인회관 신축사업      낙찰업체   순천대학교 산학협력단  계약금액   47 310 000 원   계약명   2020년 야생생물 보호구역 해제 및   
 10일 조달청 입찰정보 종합  어천소하천 정비공사  2020년 임도유지보수사업 내리지구외 외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 04 16 10 00   발주처 수요기관    서울특별시 금천구       입찰명    신대 매안초 등 11개 어린이보호구역 노란신호등 설치공사   계약방법   수의 소액   공고기관   
 14일 낙찰 계약 동향  제2차 완도군 기후변화 적응대책 세부시행계획 수립 용역  김해공항 공정안전관리 PSM  컨설팅 용역  금산군 인삼경작 밭  및 진악산 영상 촬영 용역  낙찰 계약 동향,봉평면 상수원보호구역 주민지원사업 실시설계용역 계약을 수의계약 방식으로 주식회사      낙찰업체   주식회사 은진  계약금액   40 092 000 원   계약명   노인복지시설 및 다중이용시설 방역소독 용역 계약    
 31일 조달청 입찰정보 종합  가축매몰지 발굴 복원 사업  삼기면 수산2구 마을 뒤 석축공사외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 04 03 10 00   발주처 수요기관    서울특별시 금천구       입찰명    비봉초 외 1개소 어린이보호구역 차선도색 및 미끄럼방지 공사   계약방법   수의 소액    
 26일 조달청 입찰정보 종합  2020년 생활악취 상시감시 대행용역 긴급   계북당저지구 생활환경정비사업외 나라장터 입찰 공고,  입찰명    노인보호구역 기본관리게획 수립용역 견적 제출   계약방법   수의 총액 소액 견적입찰 2인    공고기관   서울특별시 금천구  입찰마감일시    2020 03 30 10 00   발주처 수요기관    서울특별시 금천구    
 27일 조달청 입찰정보 종합  2020년 지방하천 유지관리사업 상패천 1구간 준설   2020학년도 대구논공초등학교 학교급식용 우유 구매 소액수의 견적제출 공고외 나라장터 입찰 공고,  입찰명    2020년 산림유전자원보호구역 관리효과성평가 용역   계약방법   일반 총액 협상에의한계약     공고기관   서울특별시 금천구  입찰마감일시    2020 02 27 10 00   발주처 수요기관    서울특별시 금천구    
 20일 조달청 입찰정보 종합  월계마을 진입로 정비공사  영주시 시내버스 표준운송원가산정 및 노선조정 연구용역외 나라장터 입찰 공고,  입찰명    노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관      입찰명    금천면 고동리마을 안길정비사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출    
 19일 조달청 입찰정보 종합  관용차량 종합보험 가입  2020년 국가해양관측시설 보험가입외 나라장터 입찰 공고,  입찰명    금천소방서 건립 소방공사   계약방법   지역제한  공고기관   서울특별시  입찰마감일시      입찰명    음성팔성3리 노인보호구역개선공사   계약방법   수의 소액  견적입찰 2인 이상 견적 제출    
 1일 낙찰 계약 동향  화잠초등학교 공기청정기 임차 및 유지관리용역  2020학년도 급식실 잔반처리 용역 계약  신남중학교 2020학년도 정수기유지보수용역 계약  낙찰 계약 동향,  낙찰업체    주 에스엠구조안전진단  계약금액   2 073 000 원   계약명   대신면노인복지회관 편의시설      낙찰업체   유네스 주식회사  계약금액   41 823 000 원   계약명   2020년 종로구 보호구역 정비사업 기본 및   
 5일 조달청 입찰정보 종합  해외자원개발 융자사업 관리체계 개편방안 연구용역  고압 컴프레셔외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 03 06 15 00   발주처 수요기관    서울특별시 금천구       입찰명    노인보호구역 신규지정 및 장애인 보행안전 개선사업 기본 및 실시설계 용역   계약방법   
 3일 낙찰 계약 동향  매곡중 2020학년도 3 5월 전기유지보수 용역 계약  인천상정고 2020학년도 정수기 유지보수 계약  인천상정고 2020학년도 전산시스템 유지보수 용역 계약  낙찰 계약 동향,  낙찰업체   담쟁이 건축사사무소  계약금액   19 470 000 원   계약명   복흥면 청소년문화의집 및 노인교      낙찰업체   대영유비텍 주식회사  계약금액   3 506 000 원   계약명   어린이보호구역 노란신호등   
 28일 조달청 입찰정보 종합  2020년 교량 및 고가차도 일상유지보수공사 연간단가   2020년 덕남정수장 정 배수지 및 정수처리시설 청소용역외 나라장터 입찰 공고,  입찰명    2020년 관악 금천구 관내 상수도공사 송배수관 포장복구  건설폐기물처리용역 장기계속       입찰명    구수동경로당 노인보호구역 정비사업 소액수의 견적제출 안내 공고   계약방법   수의 소액    
 10일 낙찰 계약 동향  2020년 제1차 숲가꾸기사업  부론면 정산리 공말 외 6개소 마을상수도 보수공사  진정 1 2리 배수로 설치공사  낙찰 계약 동향,  낙찰업체   성진건설 주   계약금액   41 098 200 원   계약명   돌산읍 모장 금천 도로포장공사  계약기관      낙찰업체   주식회사 대한도장  계약금액   29 502 680 원   계약명   봉산동 노인회관 노인보호구역   
 17일 조달청 입찰정보 종합  2020학년도 의령유치원 외 3개교 급식용 우유 공동구매 소액수의 단가  견적제출 안내  외국인주민 집중거주지역 야외공연장 건립공사외 나라장터 입찰 공고,  입찰명    국지도 49호 충주 화심경로당 노인보호구역 개선사업   계약방법   수의 소액  견적입찰 2인      입찰명    국도1호선 나주시 다시면 월태리 나주시 금천I C교차로 등 2개소 차선도색공사   계약방법   
제목,내용
서울시  올해 미세먼지 집중관리구역 관악 광진 성동 신규 지정,미세먼지 집중관리구역으로 지정된 자치구는 미세먼지 저감과 어린이  노인 등 취약계층 건강 보호를 위해    서울시는  20년도에 지정한 미세먼지 집중관리구역인 금천 영등포 동작 은평 서초 중구 6개 지역에 올해   
서울시   미세먼지 집중관리구역 에 맞춤형 저감사업,건강을 보호하기 위한 안심구역을 말한다  먼저 금천구에는 어린이시설과 노인복지시설  금천복지센터에 창호 부착형 환기시설 7개   스마트 에어샤워 1개   에어커튼 4개   식물벽 5개   미세먼지 쉼터 1개  등을 설치할   
서대문구 독립공원서  별 하나에 순간  야외 전시회 개최,금천구 구청장 유성훈 는 추석 명절을 앞두고 결식아동을 위한  동네방네 행복카드  지원 사업을    아울러 구는 경동어린이집을 어린이 보호구역으로 신규 지정  기존에 지정한 신당초와 청구초 주변도 지정 구역을   
서울시  관악 광진 성동  미세먼지 집중관리구역  지정 추진, 미세먼지 집중관리구역 은 어린이 노인 등이 이용하는 시설이 집중된 지역을  미세먼지 집중관리구역    건강을 보호하기 위한 안심구역이다  서울시는 지난해 금천 영등포 동작 은평 서초 중구 6곳을 미세먼지   
서울시  개학맞이 2021년 어린이보호구역 종합대책 발표,어린이보호구역 조성을 목표로 한다  시는  2021년 서울시 어린이보호구역 종합대책 을 발표하고  시설    이외에도 금천구 시흥초  송파구 잠전초  구로구 성은어린이집  강서구 가양초  은평구 녹번초  중랑구 신현초   
서울시  어린이보호구역 CCTV 연말까지 1000대로 늘린다, 민식이법  시행 2년 맞아  2021년 서울시 어린이보호구역 종합대책  발표    서울 서초구 이수초등학교    이밖에도 금천구 시흥초  송파구 잠전초  구로구 성은어린이집  강서구 가양초  은평구 녹번초  중랑구 신현초   
서울시  미세먼지 집중관리구역  은평 서초 중구  저감사업 추진,건강을 보호하기 위한 안심구역을 말한다 이들 3개 지역에는 어린이와 노인 등 취약계층의 건강을 보호하기    아울러 앞서 미세먼지 집중관리구역 1차로 지정된 금천 영등포 동작구도 올해 사업을 이어간다  또한 오는   
 마부작침    노인 보호 못 하는 노인보호구역,통해 노인보호구역의 실태와 사각지대를 확인했다  2020년 현재 65세 이상 노인의 비율은 16 0   이미 고령    청량리와 경동시장 같은 전통시장이 자리한 동이라 노인 생활인구 비율이 높게 나온 것 같다  금천구   
 17일 낙찰 계약 동향  지방도 532호 단양 각기마을 노인보호구역 개선사업  단양 보발분교 어린이보호구역 정비사업  진북면 부산마을 안길정비공사  낙찰 계약 동향,FINTECHPOST 지방도 532호 단양 각기마을 노인보호구역 개선사업  단양 보발분교 어린이보호구역 정비사업      낙찰업체   주식회사 금천이엔씨  계약금액   19 500 000 원   계약명   교직원공동주택 리모델링 공사    
 6일 조달청 입찰정보 종합  온정면 금천리 405 1 농로 재해복구사업  서산시 스마트도시계획 수립 용역외 나라장터 입찰 공고,FINTECHPOST 온정면 금천리 405 1 농로 재해복구사업  서산시 스마트도시계획 수립 용역외 나라장터 입찰      입찰명    신창면 가덕1리 경로당 외 3개소 노인보호구역 개선공사   계약방법   수의 소액   공고기관   
금천 영등포 동작구  전국 최초 미세먼지 안심 구역된다,서울 금천 영등포 동작구 등 3곳이 전국 최초로 미세먼지 취약계층을 보호하는 구역으로 지정됐다  1일    또 어린이집 유치원  초등학교  노인복지시설  산후조리원  병원 등  미세먼지 취약계층 이용시설 이 최소 10개   
금천 영등포 동작 등 맞춤형 미세먼지 집중관리,com  기사입력 2020 03 12 13 25 44   서울형 미세먼지 집중관리구역 맞춤형 저감사업 현황도  금천구 두산로 및    안심구역은 어린이와 노인 등 미세먼지 취약계층의 고농도 미세먼지 노출을 줄여 건강을 보호하고 지역별   
 5일 조달청 입찰정보 종합  17 00부 노후케이블 교체 및 통신 보강공사  노인보호구역 개선사업외 나라장터 입찰 공고,FINTECHPOST 17 00부 노후케이블 교체 및 통신 보강공사  노인보호구역 개선사업외 나라장터 입찰 공고    공고기관   서울특별시 금천구  입찰마감일시    2019 09 10 10 00   발주처 수요기관    서울특별시 금천구  2019년   
 26일 조달청 입찰정보 종합  경남야생동물센터 고라니장 시설공사  충북대 3종시설물 등 시설안전 보수공사 E구역외 나라장터 입찰 공고,  입찰명    2020년 노인보호구역 개선사업   계약방법   수의 소액   공고기관   대전광역시 유성구      입찰명    금천소방서 건립 정보통신공사   계약방법   일반경쟁  공고기관   서울특별시  입찰마감일시   
 12일 조달청 입찰정보 종합  2020학년도 세천초등학교 통학버스 임차 용역 견적 제출 공고  2020학년도 금천초등학교 통학버스 임차용역 소액수의 견적제출 안내 공고외 나라장터 입찰 공고,FINTECHPOST 2020학년도 세천초등학교 통학버스 임차 용역 견적 제출 공고  2020학년도 금천초등학교      입찰명     한국형 중요생물다양성 보호구역 KBAs  기준마련 연구   계약방법   제한 총액 협상에의한계약    
 7일 낙찰 계약 동향  시청사 산책로 조성공사  어린이보호구역 교통노면표시 정비공사  장천면 하장2길 95 65 앞외7개소 하수도 긴급복구 공사  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2019 12 05  계약방법   수의계약  발주처 수요기관    서울특별시      낙찰업체   이도토건주식회사  계약금액   31 297 990 원   계약명   정향효마을 외 1개소 노인보호구역   
 9일 낙찰 계약 동향  미리벌초등학교 외 8개소 어린이보호구역 유지관리공사  결전아파트 상수도 인입 전기공사  송림4구역 지장물 철거공사  낙찰 계약 동향,서울특별시 금천구  교통사고다발 어린이보호구역 교통안전표지판 정비공사  교통사고다발      낙찰업체   주식회사 성도전기  계약금액   4 790 000 원   계약명   청학노인문화센터 태양열 급탕설비 철거 공사    
 5일 낙찰 계약 동향  2020 2021년 음식물류폐기물 중간수집용기 청결관리 용역 2구역   1차  2020 2021년 행정정보시스템 및 전산장비 통합유지보수 용역  20209년 무인민원발급기 AT 6000  A,계약기관   서울특별시 금천구  계약일자   2019 12 31  계약방법   수의계약  발주처 수요기관       낙찰업체    주 디테코  계약금액   43 109 162 원   계약명   2020년 어린이보호구역 방범CCTV 유지보수 용역  계약기관   
 19일 낙찰 계약 동향  두동초 교사동 청소  2019학년도 세마중 십오통활 프로그램 용역계약  부산진해경제자유구역 북측진입도로 건설사업 소규모 환경영향평가 용역  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2019 12 16  계약방법   수의계약  발주처 수요기관    서울특별시      낙찰업체   드림측량설계공사  계약금액   5 654 400 원   계약명   마을주민 보호구역 정비사업   
 8일 낙찰 계약 동향  마장중 급식실 리모델링공사  군산Wee센터 교실 리모델링 및 기타공사  2019년국립신시도자연휴양림 2차년 조성사업 전기2구역   낙찰 계약 동향,  낙찰업체    주 보성건설  계약금액   8 887 000 원   계약명   2019년 노인보호구역 교통시설물 정비공사       낙찰업체    주 라움그린  계약금액   23 734 000 원   계약명   서울금천초등학교 운동장 맨발걷기길 조성   
 21일 조달청 입찰정보 종합  2020년 소방관서 구내식당 급식자재 김치류  구매 연간 단가계약  생활폐기물 수집 운반 대행용역 마산합포구 마산회원구3구역 외 나라장터 입찰 공고,  입찰명    2020년도 마이홈노인전문요양원 식자재 납품업체 입찰공고 건    계약방법   제한 총액       입찰명    상리초등학교 어린이보호구역 시설물개량사업   계약방법   수의 소액  견적입찰 2인 이상 견적   
 12일 조달청 입찰정보 종합  안동문화관광단지 확장에 따른 교통영향평가 용역  송림1 2동구역 도시계획용역업체 선정을 위한 입찰공고외 나라장터 입찰 공고,  입찰명    2020년 무주노인종합복지관 경로통학버스 임차 설천 무풍    계약방법   제한경쟁  공고기관      입찰명    객사리석당간 및 남산리오층석탑 보호구역 군관리계획결정 변경  용역   계약방법   
 18일 조달청 입찰정보 종합  초록정류장 안내표지 설치공사  경상북도립김천노인전문요양병원 옥상정원 조성공사 조경 외 나라장터 입찰 공고,FINTECHPOST 초록정류장 안내표지 설치공사  경상북도립김천노인전문요양병원 옥상정원 조성공사 조경 외      입찰명    보호구역 출입증 홀로패치 제작 구매 사업 재공고    계약방법   제한 총액   공고기관   
 28일 낙찰 계약 동향  상수도 급수공사 동산면 봉명리 1109  젠펜테크   담양군노인복지타운 세탁실 보수공사  서원고 하늘정원 및 주차장 우수관로 정비  낙찰 계약 동향,  낙찰업체    주 건우  계약금액   8 548 000 원   계약명   노인보호구역 개선사업 장림경로당   계약기관    계약기관   서울특별시 금천구  계약일자   2019 09 23  계약방법   수의계약  발주처 수요기관    서울특별시   
 12일 조달청 입찰정보 종합  무주초 외부창호교체 및 기타시설공사  주택건설공사 감리자 모집 흑석3구역 주택재개발정비사업 외 나라장터 입찰 공고,  입찰명    산림유전자원보호구역 정기 모니터링 연구용역   계약방법   수의 총액 소액 견적입찰 2인      입찰명    금천소방서 건립공사   계약방법   제한경쟁  공고기관   서울특별시  입찰마감일시    2019 10   
대한노인회 서울연합회 어버이날 행사서  어버이 은혜  부른 오세훈 시장,박세구 금천구지회장  황무섭 영등포구지회장  장석기 관악구지회장  황수연 강남구지회장  박동선 고문    처우개선  노인보호구역 확대 등을 강조했다  김 회장은  타 시도연합회와의 균형을 맞추기 위해서라도 낡은   
금천구  5월부터 주정차금지 구역 주차단속 강화,어린이 장애인 노인 보호구역  버스 자전거 전용차로 등이다  주정차 금지구역에 대한 주차단속은 운전자 탑승 여부와 관계없이 즉시 이루어진다  금천구 관계자는  불법 주정차로 인한 교통사고 등을   
 어린이 보행사고 91   보호구역 밖에서대책 필요 , 어린이 보행사고 91   보호구역 밖에서 대책 필요  국민권익위  최근 3년간 어린이 교통사고    서울 금천 시흥대로51길 23지점 3 1 1 1 3 서울 노원 문일목재상 골목길 3 1 2 4 서울 노원 상계 두부마을앞 1   
서울시  노인보호구역 16곳 추가지정,구로노인종합복지관  금천노인종합복지관  동작종합노인복지관  논골노인복지관  송파노인종합복지관 등 총 16곳이다  노인보호구역은 초등학교 주변에 설치된 어린이 보호구역처럼 경로당을 비롯한 노인복지시설   
금천구  올해 불법 주정차 단속 메뉴얼 나왔나, 금천구 불법 주정차 단속 매뉴얼  자료 금천구   GValley   안다정 기자 금천구는 단속 행정의 공정성을    구는 주요간선도로 및 버스운행구간  어린이 노인 보호구역 및 상습 주정차 지역 등은 중점단속구역으로   
 로컬뉴스 서울시  어린이 보호구역 개선 외,앞 노인보호구역 16곳에 차량 속도가 시속 30 를 넘으면 자동으로 적색 신호등이 켜지는  운행속도 감지     02 880 3451 이귀전 기자 금천구  음식문화 특화거리 조성 천구는 올 10월 구청이 신청사로 이전한 뒤 현재 청사   
서울시  노인보행사고지역 개선 후 사고율 46  감소   10곳 추진,금천구 시흥대로 시흥사거리는 역시 노인보행사고가 잇달아  남북방향 시흥대로의 제한속도 50km h 준수를    지난해 노인 보호구역으로 지정됐으며 여전히 사고 발생 위험이 높은 만큼 도심방향 우회전차로에   
서울 금천 광진구  13일부터 교통질서 확립 특별단속,금천경찰서와 합동으로 실시하는 이번 단속은 유흥가 뒷골목  버스정류소  어린이 노인보호구역  횡단보도의 불법주정차 등을 중점 단속하게 된다  시흥대로  독산동길  독산역 등 상습 주 정차지역 6곳은   
금천구 강력한 교통 단속 펼친다,어린이 노인보호구역  횡단보도 불법주정차 에 대하여 금천경찰서와 합동으로 견인 위주의 강력한 단속을 실시한다  또 구민들의 적극적인 참여를 위해 9일 시흥사거리를 비롯 4곳에서 녹색어머니회  모범운전자회   
오세훈의  서울입체도시  밑그림 짤까,어린이보호구역 스쿨존  확대  지역 현안인 철도계획  스마트자율주행 시범단지 등 시의 현 도시교통들에 대한 개략적인 보고가 이뤄질 예정이다  이 자리에선 노인 등 무임수송 손실로 인한 교통공사 재정난 등 지하철   
인사   6월 30일,이혜정  노인장애인과 노인복지팀장 김정원  송탄출장소 본소팀장요원  박은경  송탄출장소 팀장요원     해양보호구역처장 서우락  해양보전본부 국제협력처장 최호정  해양보전본부 해양환경조사연구원   
 올해부터 서울 스쿨존 이면도로 제한속도는 시속 20 입니다 ,이외에도 금천구 시흥초  송파구 잠전초  구로구 성은어린이집  강서구 가양초  은평구 녹번초  중랑구    시간대에는 노인일자리사업으로 횡단보도 안전관리를 하고 있다  시는 내년부터 서울시 어린이보호구역 내에서   
운전자들  X자 횡단보도 답답  불만 사실일까 ,청계3가 4가  금천스타밸리  은평 롯데몰 앞  용산구 이촌건영아파트  마포구 엠팰리스웨딩홀  마포구 홍대클럽 등에 대각선 횡단보도를 개통했다  서울시는 어린이 보호구역 등 보행취약지역  무단횡단사고가 많은 지역   
서울시내 세무서들  동장군 녹인 따뜻한 이웃사랑 실천,다음날인 3일에는 영등포세무서 서장 김학선 가 구립영등포노인종합복지관 독거 어르신을 돕기 위한 명절    권순재 도봉세무서장은 8일 어린이 보호구역 내 교통사고 예방을 위한  어린이 교통안전 챌린지 에도 참여해   
서울 교통사고 사망자 10년새 절반 줄었다,서울 금천구 사당 방향 터널 내 3중 추돌 교통사고가 발생해 소방대원들이 현장을 수습하고 있다     줄었고  노인 보행자 사망사고도 17 9  73명 60명  감소했다  서울의 한 초등학교 앞 어린이보호구역에서   
 마침   민식이법 이 놓친 것들,금천구 1272만 원 분석 기간  불법 주정차 단속 건수가 가장 많았던 서울시 자치구는 서초구다  모두 3만 7천149대 차량에 범칙금과 과태료를 부과했다  스쿨존 같은 교통약자 보호구역의 주정차 위반 범칙금 과태료는   
 2일 조달청 입찰정보 종합  2020년 보령시 시민안전 및 자전거 보험 가입  하동 6호기 탈황설비 Booster Fan 정비용 자재 구매 계약외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 06 03 10 00   발주처 수요기관    서울특별시 금천구       입찰명    노인보호구역 개선사업      계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관   
 8일 조달청 입찰정보 종합  개나리3차시영임대아파트 발코니새시 교체공사   유리  협력업체 감정평가업체  선정공고외 나라장터 입찰 공고,  입찰명    2020년 어린이보호구역 개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출       입찰명    2020년 춘천남부노인복지관  춘천남부재가노인센터 급식물품 납품업체 선정 공고   계약방법   
 13일 낙찰 계약 동향  이천양정여중 교실 및 운동장 기구 도색공사  2020년 통학로 이면도로 학생중심 속도개편 교통안전시설물 정비공사  돋질로220번길 외 2개소 도로정비공사  낙찰 계약 동향,금천노인종합복지관 노후 승강기 교체 공사 계약을 일반경쟁 방식으로  주 새한엘리베이터      낙찰업체    주 금강종합건설  계약금액   18 344 790 원   계약명   묵정리 경로당 노인보호구역 정비사업  계약기관   
 18일 낙찰 계약 동향  반포면 봉곡1리 미을안길 보수공사  정약용선생묘 잔디식재 공사  욕지면 동항리 입석마을 오수관로 이설공사  낙찰 계약 동향,  낙찰업체   정일건설 주식회사  계약금액   244 765 400 원   계약명   금천 마당마을 진입로 확포장공사       낙찰업체   주식회사 신일도장공사  계약금액   37 126 780 원   계약명   어린이보호구역 내 교통노면표시   
 17일 낙찰 계약 동향  송학3리 배수로 보수공사 생활불편해소   2020년 산지사방 사업 산청 일물지구   갈뫼초 외 28교 예 제초 및 관목전정 공사 2권역   낙찰 계약 동향,  낙찰업체   경동나비엔 금천점  계약금액 낙찰가격    9 385 000 원   계약명   구립독산본동어린이집      낙찰업체   주식회사 재진로드  계약금액   10 406 000 원   계약명   2020년 어린이 보호구역 상동초  신호기   
 19일 낙찰 계약 동향  설악동 B지구 구거 준설공사  운암산 및 한새봉 시설물 보수  지사단지 노후불량 시설물 수선  낙찰 계약 동향,계약기관   서울특별시 금천구  계약일자   2020 05 14  계약방법   수의계약  발주처 수요기관    서울특별시      낙찰업체    유 주은건설  계약금액   43 896 890 원   계약명   2020년 노인보호구역 개선사업  계약기관   
 16일 조달청 입찰정보 종합  2020년 여주시 지능형교통체계 ITS  구축 사업관리 용역  3기 신도시 종합정보포털 구축 용역외 나라장터 입찰 공고, 2020년 상반기 소규모수도시설 사후관리 및 영향조사 용역 2구역      입찰명    2020년 금천구 아동      입찰명    노인보호구역  가조 장기경로당  개선사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출    
 29일 조달청 입찰정보 종합  색달하수처리장 생물반응조 2단계 개선공사에 따른 관급자재 구입 수질계측기 설비 제작설치  2020년 통영 꼼치 산란서식장 조성사업 효과 및 자원량조사외 나라장터 입찰 공고,  입찰명    가칭 마로현 노인복지센터 치매전담실 리모델링공사 전기    계약방법   지역제한       입찰명    마을주민보호구역 조성사업   계약방법   수의 소액  견적입찰 2인 이상 견적 제출   공고기관   
 15일 낙찰 계약 동향  평2리 동막골 파고라 설치공사 실시설계용역  2021년 생활폐기물 수집운반 대행료 등 원가산정 용역  지석천스마트하천관리시스템구축사업실시설계용역  낙찰 계약 동향,  낙찰업체   신가승ENG  계약금액   9 250 000 원   계약명   어린이보호구역 교통신호기 설치공사 실시설계      낙찰 입찰 업체    주 우진산업  계약금액   6 930 000 원   계약명   금천리 금구  취입보 등 2개소   
 2일 조달청 입찰정보 종합  팽나무공원 조성사업 조경공사  용마루공원 주차장 조성사업외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 05 08 10 00   발주처 수요기관    서울특별시 금천구     치매전담형 노인요양시설 우수처리시설 정비공사     입찰명    도남초교 외 12개소 어린이보호구역   
 10일 조달청 입찰정보 종합  평창읍 남부권 지방상수도 안정화사업 관급자재 조립식철근콘크리트암거블록 구입  월호소하천 정비사업외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 05 14 10 00   발주처 수요기관    서울특별시 금천구       입찰명    2020년 어린이보호구역 개선사업 실시설계용역 소액수의 견적제출 안내공고   계약방법   수의   
 10일 낙찰 계약 동향  항내 어선화재 및 도난방지 예방 보안카메라 설치공사  2020년 남부지역 도로포장 보수공사  교사동 계단 논슬립 교체 공사  낙찰 계약 동향,  낙찰 입찰 업체    주 명인이앤씨  계약금액   21 043 000 원   계약명   금천고 LED조명교체 공사  계약기관      낙찰업체   주식회사 천지인  계약금액   9 100 000 원   계약명   옥암동 부영초등학교 어린이보호구역   
 2일 낙찰 계약 동향  김삿갓묘역 탐방안내소 설치공사  공원녹지대 경관개선공사  공주정보고 기술가정실습실 리모델링 전기공사  낙찰 계약 동향,어린이보호구역 정비공사  계약기관   광주광역시 남구  계약일자   2020 04 29  계약방법   수의계약      낙찰업체   주식회사 세영이엔지  계약금액   2 778 400 원   계약명   노인 보행자 교통사고 다발지역   
 17일 조달청 입찰정보 종합  2020년 부여군 하수도 준설공사 1차   중앙도서관 식당개수 및 기타공사 감리 용역외 나라장터 입찰 공고,공고기관   서울특별시 금천구  입찰마감일시    2020 05 20 10 00   발주처 수요기관    서울특별시 금천구      2020년 어린이보호구역 개선사업 마전초      입찰명    노인요양시설 확충사업 전기공사 심청골   
