"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"GS010067","강서구","염창동","염창동 281-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.87449","37.54827","2021-09-06 10:57:45.0"
"GS010068","강서구","염창동","염창동 254-2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.876564","37.55046","2021-09-06 10:57:45.0"
"GS010069","강서구","염창동","양천로 605","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86565","37.555443","2021-09-06 10:57:45.0"
"GS010070","강서구","염창동","양천로 583","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8643","37.557163","2021-09-06 10:57:45.0"
"GS010071","강서구","염창동","염창동 275-12(지상3층 방문간호실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86832","37.549618","2021-09-06 10:57:45.0"
"GS010072","강서구","염창동","염창동 275-12(지상5층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86832","37.549618","2021-09-06 10:57:45.0"
"GS010073","강서구","도로과 창고","가양동 1493(가양빗물펌프장 뒷편)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2021-09-06 10:57:45.0"
"GS010074","강서구","강서평생학습관","염창동 281-25(지상5층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87345","37.547325","2021-09-06 10:57:45.0"
"GS010075","강서구","강서평생학습관","염창동 281-25(지상6층)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87345","37.547325","2021-09-06 10:57:45.0"
"GS010076","강서구","가양도서관","가양동 1493(지상2층)","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2021-09-06 10:57:45.0"
"GS010077","강서구","가양도서관","가양동 1493(지상3층)","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86569","37.560055","2021-09-06 10:57:45.0"
"GS010078","강서구","염창1 빗물펌프장","염창동 75-7","","","7-3. 커뮤니티 - 지역","자치구","공공WiFi","자가망U무선망","2020","실내","","126.87179","37.556442","2021-09-06 10:57:45.0"
"GS010079","강서구","후정별관","화곡로 302","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.84964","37.550938","2021-09-06 10:57:45.0"
"GS020003","강서구","등촌1동","등촌1동 642-1  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.86245","37.542885","2021-09-06 10:57:45.0"
"GS020004","강서구","등촌1동","등촌1동 642-1  2층 생각열매작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.86245","37.542885","2021-09-06 10:57:45.0"
"GS020005","강서구","등촌1동","등촌1동 642-1  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.85897","37.555756","2021-09-06 10:57:45.0"
"GS020009","강서구","등촌1동","화곡로68길 10","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85488","37.55917","2021-09-06 10:57:45.0"
"GS020010","강서구","등촌1동","화곡로68길 47","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85718","37.558693","2021-09-06 10:57:45.0"
"GS020011","강서구","등촌1동","등촌동 656-37","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85531","37.55689","2021-09-06 10:57:45.0"
"GS020012","강서구","등촌1동","화곡로66길 83","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85778","37.5568","2021-09-06 10:57:45.0"
"GS020013","강서구","등촌1동","등촌동 637-12","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85849","37.556988","2021-09-06 10:57:45.0"
"GS020015","강서구","등촌1동","등촌동 654-83","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85727","37.55494","2021-09-06 10:57:45.0"
"GS020016","강서구","등촌1동","등촌동 642-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8591","37.555855","2021-09-06 10:57:45.0"
"GS020018","강서구","등촌1동","등촌동 635-4(백석초)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86165","37.554707","2021-09-06 10:57:45.0"
"GS020019","강서구","등촌1동","등촌동 646-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86301","37.55407","2021-09-06 10:57:45.0"
"GS020020","강서구","등촌1동","등촌동 653-9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85783","37.554916","2021-09-06 10:57:45.0"
"GS020022","강서구","등촌1동","공항대로55길 50","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86218","37.55567","2021-09-06 10:57:45.0"
"GS020023","강서구","등촌1동","공항대로59길 64","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8635","37.55466","2021-09-06 10:57:45.0"
"GS020024","강서구","등촌1동","공항대로59길 35","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86374","37.553345","2021-09-06 10:57:45.0"
"GS020025","강서구","등촌1동","공항대로57길 31","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.863716","37.55237","2021-09-06 10:57:45.0"
"GS020026","강서구","등촌1동","등촌동 650-14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86149","37.55337","2021-09-06 10:57:45.0"
"GS020027","강서구","등촌1동","등촌1동 651","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85986","37.55388","2021-09-06 10:57:45.0"
"GS020028","강서구","등촌1동","등촌동 633-17","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86522","37.55431","2021-09-06 10:57:45.0"
"GS020029","강서구","등촌1동","공항대로 489","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86134","37.5535","2021-09-06 10:57:45.0"
"GS020030","강서구","등촌1동","공항대로 491","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86063","37.55323","2021-09-06 10:57:45.0"
"GS020031","강서구","등촌1동","공항대로55길 2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85512","37.55532","2021-09-06 10:57:45.0"
"GS020032","강서구","등촌1동","공항대로 431(신호단속 카메라 옆 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85512","37.55532","2021-09-06 10:57:45.0"
"GS020033","강서구","등촌1동","공항대로 431(LG전자 베스트샵 주차장 입구 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85451","37.555458","2021-09-06 10:57:45.0"
"GS020034","강서구","등촌1동","공항대로 425","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85451","37.555458","2021-09-06 10:57:45.0"
"GS020035","강서구","등촌2동","등촌로 217(16173 버스정류장 옆 가로등)","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86329","37.54914","2021-09-06 10:57:45.0"
"GS020036","강서구","등촌1동","화곡로 384","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85378","37.55753","2021-09-06 10:57:45.0"
"GS020037","강서구","등촌1동","등촌동 642-1(지하1층 헬스장)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2021-09-06 10:57:45.0"
"GS020038","강서구","등촌1동","등촌동 642-1(지상2층 주민자치실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2021-09-06 10:57:45.0"
"GS020039","강서구","등촌1동","등촌동 642-1(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85892","37.555805","2021-09-06 10:57:45.0"
"GS030001","강서구","의회사무국","등촌2동 512-1  1층 전문위원실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030002","강서구","의회사무국","등촌2동 512-1  2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030004","강서구","의회사무국","등촌2동 512-1  3층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2018","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030006","강서구","의회사무국","등촌2동 512-1  5층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030007","강서구","의회사무국","등촌2동 512-1  2층 사무실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.86831","37.549664","2021-09-06 10:57:45.0"
"GS030008","강서구","의회사무국","등촌2동 512-1  후면 2층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.862144","37.5464","2021-09-06 10:57:45.0"
"GS030009","강서구","의회사무국","등촌2동 512-1  외부 정면","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86222","37.546597","2021-09-06 10:57:45.0"
"GS030010","강서구","의회사무국","등촌2동 512-1  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86239","37.54636","2021-09-06 10:57:45.0"
"GS030011","강서구","등촌2동","등촌2동 560-12  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.847916","37.55897","2021-09-06 10:57:45.0"
"GS030012","강서구","등촌2동","등촌2동 560-12  2층 등마루골작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2009","실내","","126.847916","37.55897","2021-09-06 10:57:45.0"
"GS030013","강서구","등촌2동","등촌2동 560-12  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.86254","37.542637","2021-09-06 10:57:45.0"
"GS030015","강서구","의회사무국","등촌2동 512-1  1층 다목적실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030016","강서구","의회사무국","등촌2동 512-1  2층 의장실 앞 부속실","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030017","강서구","의회사무국","등촌2동 512-1  3층 우측 복도 삼거리","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030018","강서구","의회사무국","등촌2동 512-1  4층 복도","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030019","강서구","의회사무국","등촌2동 512-1  4층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2017","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030020","강서구","의회사무국","등촌2동 512-1  4층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.85048","37.552795","2021-09-06 10:57:45.0"
"GS030021","강서구","등촌2동","공항대로58가길 20","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86212","37.551052","2021-09-06 10:57:45.0"
"GS030022","강서구","등촌2동","공항대로58나길 10-50","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8606","37.55141","2021-09-06 10:57:45.0"
"GS030023","강서구","등촌2동","공항대로58가길 39","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.860916","37.550488","2021-09-06 10:57:45.0"
"GS030024","강서구","등촌2동","공항대로58가길 72-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85922","37.550213","2021-09-06 10:57:45.0"
"GS030025","강서구","등촌2동","공항대로58나길 55","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859146","37.55081","2021-09-06 10:57:45.0"
"GS030026","강서구","등촌2동","등촌로51길 116","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85767","37.550274","2021-09-06 10:57:45.0"
"GS030027","강서구","등촌2동","공항대로 58길 32","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.862526","37.550495","2021-09-06 10:57:45.0"
"GS030028","강서구","등촌2동","등촌로 53길 천우네오젠","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86283","37.549477","2021-09-06 10:57:45.0"
"GS030029","강서구","등촌2동","등촌로51길 45","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86085","37.549385","2021-09-06 10:57:45.0"
"GS030030","강서구","등촌2동","등촌로51나길 13","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.860634","37.54878","2021-09-06 10:57:45.0"
"GS030031","강서구","등촌2동","등촌로 51가길 15","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86236","37.547802","2021-09-06 10:57:45.0"
"GS030032","강서구","등촌2동","등촌로39길 30","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.860695","37.54599","2021-09-06 10:57:45.0"
"GS030033","강서구","등촌2동","등촌로39길 63","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85969","37.54719","2021-09-06 10:57:45.0"
"GS030034","강서구","등촌2동","등촌로39마길 24","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85908","37.546387","2021-09-06 10:57:45.0"
"GS030035","강서구","등촌2동","등촌로39가길 27","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859116","37.54538","2021-09-06 10:57:45.0"
"GS030036","강서구","등촌2동","등촌로 229-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86373","37.55018","2021-09-06 10:57:45.0"
"GS030037","강서구","등촌2동","등촌로35길 115","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86281","37.537956","2021-09-06 10:57:45.0"
"GS030038","강서구","등촌2동","등촌로35길 158","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86265","37.53619","2021-09-06 10:57:45.0"
"GS030039","강서구","등촌2동","곰달래로59길 67","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86303","37.535587","2021-09-06 10:57:45.0"
"GS030040","강서구","등촌2동","등촌동 532-8","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86168","37.549618","2021-09-06 10:57:45.0"
"GS030041","강서구","등촌2동","등촌로51길14","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.862404","37.5491","2021-09-06 10:57:45.0"
"GS030042","강서구","등촌2동","등촌로 39바길 26","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.86134","37.547325","2021-09-06 10:57:45.0"
"GS030043","강서구","등촌2동","등촌로 51나길 29","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.859474","37.54743","2021-09-06 10:57:45.0"
"GS030044","강서구","등촌2동","등촌로 143","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.862114","37.54243","2021-09-06 10:57:45.0"
"GS030045","강서구","등촌2동","등촌동 560-12(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.862495","37.542645","2021-09-06 10:57:45.0"
"GS030046","강서구","등촌2동","등촌동 512-1(지상4층 제2회의실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.86227","37.546494","2021-09-06 10:57:45.0"
"GS040023","강서구","등촌3동","등촌3동 705-4  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.847916","37.55897","2021-09-06 10:57:45.0"
"GS040024","강서구","등촌3동","등촌3동 705-4  2층 큰마음작은도서관","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2016","실내","","126.847565","37.544247","2021-09-06 10:57:45.0"
"GS040025","강서구","등촌3동","등촌3동 705-4  4층 정보문화센터","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.847565","37.544247","2021-09-06 10:57:45.0"
"GS040026","강서구","등촌3동","등촌3동 705-4  정면 2층  외벽","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2019","실외","","126.84782","37.558872","2021-09-06 10:57:45.0"
"GS040033","강서구","등촌3동","강서로74길 21","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84237","37.56723","2021-09-06 10:57:45.0"
"GS040034","강서구","등촌3동","강서로 460","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84086","37.56644","2021-09-06 10:57:45.0"
"GS040035","강서구","등촌3동","강서로68길35","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84165","37.56559","2021-09-06 10:57:45.0"
"GS040036","강서구","등촌3동","강서로 56가길 53","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84032","37.56196","2021-09-06 10:57:45.0"
"GS040037","강서구","등촌3동","강서로68길 58","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84434","37.565598","2021-09-06 10:57:45.0"
"GS040039","강서구","등촌3동","양천로 434","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84892","37.56419","2021-09-06 10:57:45.0"
"GS040040","강서구","등촌3동","공항대로 41길 43","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84536","37.55993","2021-09-06 10:57:45.0"
"GS040041","강서구","등촌3동","등촌동 695-4","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84494","37.559162","2021-09-06 10:57:45.0"
"GS040042","강서구","등촌3동","공항대로39길 39","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84378","37.55989","2021-09-06 10:57:45.0"
"GS040043","강서구","등촌3동","공항대로 321","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84349","37.55867","2021-09-06 10:57:45.0"
"GS040044","강서구","등촌3동","강서로56길 44","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84153","37.559185","2021-09-06 10:57:45.0"
"GS040045","강서구","원당공원","등촌동 690-2","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8417","37.56018","2021-09-06 10:57:45.0"
"GS040046","강서구","등촌3동","등촌동 694-1","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8461","37.56276","2021-09-06 10:57:45.0"
"GS040047","강서구","코끼리어린이공원","등촌동 702-1","","","3. 공원(하천)","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84854","37.563213","2021-09-06 10:57:45.0"
"GS040048","강서구","등촌3동","등촌동 707-2","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85204","37.56157","2021-09-06 10:57:45.0"
"GS040049","강서구","등촌3동","등촌동 705-3","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8475","37.55928","2021-09-06 10:57:45.0"
"GS040050","강서구","등촌3동","화곡로63가길 26","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84777","37.55974","2021-09-06 10:57:45.0"
"GS040051","강서구","등촌3동","화곡로61길 85","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84745","37.558266","2021-09-06 10:57:45.0"
"GS040052","강서구","등촌3동","화곡로63길 65","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84938","37.558323","2021-09-06 10:57:45.0"
"GS040053","강서구","등촌3동","등촌3동 662-16","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84894","37.55787","2021-09-06 10:57:45.0"
"GS040054","강서구","등촌3동","화곡로61길26","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.8508","37.55716","2021-09-06 10:57:45.0"
"GS040055","강서구","등촌3동","화곡로375","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85169","37.558716","2021-09-06 10:57:45.0"
"GS040056","강서구","등촌3동","화곡로69길 9","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85304","37.56118","2021-09-06 10:57:45.0"
"GS040057","강서구","등촌3동","양천로 492","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85465","37.560604","2021-09-06 10:57:45.0"
"GS040058","강서구","등촌3동","등촌동 702-5 CCTV","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.841","37.544556","2021-09-06 10:57:45.0"
"GS040059","강서구","등촌3동","등촌동 698 로얄프라자 앞 CCTV","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84167","37.54455","2021-09-06 10:57:45.0"
"GS040060","강서구","등촌3동","공항대로 379","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84988","37.5571","2021-09-06 10:57:45.0"
"GS040061","강서구","등촌3동","공항대로 383","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.85047","37.556885","2021-09-06 10:57:45.0"
"GS040062","강서구","등촌3동","공항대로 375","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84941","37.557262","2021-09-06 10:57:45.0"
"GS040063","강서구","등촌3동","공항대로 337","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84516","37.558155","2021-09-06 10:57:45.0"
"GS040064","강서구","등촌3동","공항대로 323","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.84516","37.558155","2021-09-06 10:57:45.0"
"GS040065","강서구","등촌3동","공항대로 281","","","1. 주요거리","자치구에스넷1차","공공WiFi","자가망U무선망(S-NET)","2020","실외","","126.83882","37.558815","2021-09-06 10:57:45.0"
"GS040066","강서구","등촌3동","등촌동 705-4(지상3층 다목적실)","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2020","실내","","126.84785","37.558907","2021-09-06 10:57:45.0"
"GS040067","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040068","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040069","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040070","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040071","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040072","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040073","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040074","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040075","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS040076","강서구","강서구민올림픽체육센터","등촌동 707-3","","","4. 문화관광체육시설","자치구","공공WiFi","자가망U무선망","2020","실내","","126.85055","37.55967","2021-09-06 10:57:45.0"
"GS050008","강서구","화곡본동시장","화곡본동 98-252  화곡건강원 옆","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.84408","37.54277","2021-09-06 10:57:45.0"
"GS050009","강서구","화곡본동시장","화곡본동 98-252  영양족발상점 옆","","","2. 전통시장","자치구","공공WiFi","자가망U무선망","2019","실외","","126.843346","37.542866","2021-09-06 10:57:45.0"
"GS050014","강서구","화곡본동","화곡본동 46-148  1층","","","7-1. 커뮤니티 - 행정","자치구","공공WiFi","자가망U무선망","2011","실내","","126.8415","37.53069","2021-09-06 10:57:45.0"
